,Unnamed: 0,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent
355,361,"ANDION, JAMES L",CA,33.0,REP,2010,0.701108324,33.1,REP,0.124313689,0,0.65563,1.0,0.56,False,0.0,41538.0,5,51.29,74,27917.0,24917.0
356,356,"BASS, KAREN",CA,33.0,DEM,2010,0.701108324,33.1,REP,0.8756863109999999,0,0.65563,0.0,0.56,True,0.0,41538.0,25,85.30,74,932281.19,768918.65
362,362,"MANDEL, HOWARD C",CA,33.0,DEM,2010,0.701108324,33.1,REP,0.8756863109999999,0,0.65563,1.0,0.56,True,0.0,41538.0,188,,74,932281.19,768918.65
365,366,"NEWELL, FELTON",CA,33.0,DEM,2010,0.701108324,33.1,REP,0.8756863109999999,0,0.65563,1.0,0.56,True,0.0,41538.0,500,6.40,74,932281.19,768918.65
366,369,"MILLER, WAYNE",CA,34.0,REP,2010,0.701108324,11.7,REP,0.229053996,0,0.48716000000000004,1.0,0.56,False,0.0,36270.0,112,85.04,74.72632,0.0,0.0
367,368,"ROYBAL-ALLARD, LUCILLE",CA,34.0,DEM,2010,0.701108324,11.7,REP,0.770946004,1,0.48716000000000004,0.0,0.56,True,0.0,36270.0,500,70.75,74.72632,577788.12,611209.15
368,367,"SANCHEZ, DAVID",CA,34.0,DEM,2010,0.701108324,11.7,REP,0.770946004,0,0.48716000000000004,1.0,0.56,True,0.0,36270.0,4,29.25,74.72632,577788.12,611209.15
369,372,"BROWN, K BRUCE",CA,35.0,REP,2010,0.701108324,17.0,REP,0.132375574,0,0.61822,1.0,0.56,False,4.0,41271.0,500,100.00,74.82857,17340.0,20370.0
371,370,"WATERS, MAXINE",CA,35.0,DEM,2010,0.701108324,17.0,REP,0.8258233420000001,1,0.61822,0.0,0.56,True,4.0,41271.0,500,100.00,74.82857,694020.76,718505.34
372,377,"FEIN, MATTIE",CA,36.0,REP,2010,0.701108324,43.2,REP,0.313556176,0,0.35769,0.0,0.56,False,0.0,65717.0,500,50.22,74.9,170618.04,168083.07
373,376,"HARMAN, JANE",CA,36.0,DEM,2010,0.701108324,43.2,REP,0.686443824,1,0.35769,0.0,0.56,True,0.0,65717.0,500,59.09,74.9,1203707.21,1301447.56
381,385,"PARKER, STAR",CA,37.0,REP,2010,0.701108324,19.2,REP,0.0,0,0.53483,1.0,0.56,False,0.0,46950.0,500,2.74,75.2,1851459.03,1826846.04
384,383,"RICHARDSON, LAURA",CA,37.0,DEM,2010,0.701108324,19.2,REP,0.7494465109999999,1,0.53483,0.0,0.56,True,0.0,46950.0,20,67.34,75.2,639928.35,651730.72
385,386,"NAPOLITANO, GRACE",CA,38.0,DEM,2010,0.701108324,15.0,REP,0.817271723,1,0.46279,0.0,0.56,True,0.0,51381.0,500,100.00,74.6,391824.31,265608.46
388,389,"VAUGHN, ROBERT WILLIAM",CA,38.0,REP,2010,0.701108324,15.0,REP,0.0,0,0.46279,1.0,0.56,False,0.0,51381.0,7,99.84,74.6,0.0,0.0
389,392,"ANDION, JAMES L.",CA,39.0,REP,2010,0.701108324,16.9,REP,0.30326100300000003,0,0.56701,1.0,0.56,False,4.0,53439.0,5,51.29,74.6,53710.99,50565.17
390,393,"ANDRE, LARRY STEVEN",CA,39.0,REP,2010,0.701108324,16.9,REP,0.30326100300000003,0,0.56701,1.0,0.56,False,4.0,53439.0,58,100.00,74.6,53710.99,50565.17
391,391,"SANCHEZ, LINDA",CA,39.0,DEM,2010,0.701108324,16.9,REP,0.6967389970000001,0,0.56701,0.0,0.56,True,4.0,53439.0,68,29.25,74.6,723863.07,741142.01
393,394,"AVALOS, CHRISTINA",CA,40.0,DEM,2010,0.48054726299999995,31.2,REP,0.374509592,0,0.42896999999999996,0.0,0.56,True,4.0,65243.0,16,100.00,73.4,0.0,0.0
394,395,"ROYCE, ED MR",CA,40.0,REP,2010,0.48054726299999995,31.2,REP,0.625490408,1,0.42896999999999996,1.0,0.56,False,4.0,65243.0,40,100.00,73.4,1797849.31,1661978.1
395,397,"LEWIS, JERRY",CA,41.0,REP,2010,0.521613793,20.0,REP,0.6164901429999999,1,0.27526,1.0,0.56,False,4.0,49506.0,63,66.28,71.1,688155.08,1148216.29
396,398,"MEAGHER, PATRICK HAROLD",CA,41.0,DEM,2010,0.521613793,20.0,REP,0.383509857,0,0.27526,1.0,0.56,True,4.0,49506.0,37,100.00,71.1,42720.27,42859.78
398,400,"LAMBERT, MARK",CA,42.0,LIB,2010,0.633596425,38.7,REP,0.0,0,0.37563,1.0,0.56,False,4.0,83029.0,18,100.00,72.41333,,
400,404,"MCGROARTY, LEE",CA,42.0,REP,2010,0.633596425,38.7,REP,0.601580628,0,0.37563,1.0,0.56,False,4.0,83029.0,131,10.62,72.41333,767699.77,769415.39
401,403,"MILLER, GARY G. G",CA,42.0,REP,2010,0.633596425,38.7,REP,0.601580628,1,0.37563,1.0,0.56,False,4.0,83029.0,47,85.04,72.41333,767699.77,769415.39
403,399,"WILLIAMSON, MICHAEL DALE",CA,42.0,DEM,2010,0.633596425,38.7,REP,0.39841937200000005,0,0.37563,1.0,0.56,True,4.0,83029.0,1,100.00,72.41333,0.0,0.0
404,406,"BACA, JOE",CA,43.0,DEM,2010,0.526335474,11.5,REP,0.691437112,1,0.41693,1.0,0.56,True,4.0,46728.0,107,100.00,75.8,758696.3,697007.19
405,405,"FOLKENS, SCOTT LLOYD",CA,43.0,REP,2010,0.526335474,11.5,REP,0.30856288800000004,0,0.41693,1.0,0.56,False,4.0,46728.0,17,100.00,75.8,23852.0,24769.0
406,407,"CALVERT, KEN",CA,44.0,REP,2010,0.491708945,25.8,REP,0.511911656,1,0.31345,1.0,0.56,False,4.0,67381.0,31,66.28,74,1663591.45,1540252.72
407,409,"HEDRICK, WILLIAM EUGENE",CA,44.0,DEM,2010,0.491708945,25.8,REP,0.488088344,0,0.31345,1.0,0.56,True,4.0,67381.0,9,100.00,74,546700.86,561785.82
409,412,"BONO MACK, MARY",CA,45.0,REP,2010,0.51638991,21.1,REP,0.58291008,0,0.30746999999999997,0.0,0.56,False,1.0,49508.0,500,,75.15789,2427223.83,2486843.85
411,413,"POUGNET, STEPHEN P",CA,45.0,DEM,2010,0.51638991,21.1,REP,0.41708992,0,0.30746999999999997,1.0,0.56,True,1.0,49508.0,33,100.00,75.15789,1846142.44,1843287.82
413,417,"ARNOLD, KENNETH",CA,46.0,DEM,2010,0.646808608,40.5,REP,0.430777805,0,0.3426,1.0,0.56,True,4.0,71332.0,31,21.26,75.72857,18405.4,18087.87
414,416,"LURIE, BARAK",CA,46.0,REP,2010,0.646808608,40.5,REP,0.525166768,0,0.3426,1.0,0.56,False,4.0,71332.0,500,,75.72857,404285.0,382318.61
415,415,"ROHRABACHER, DANA",CA,46.0,REP,2010,0.646808608,40.5,REP,0.525166768,1,0.3426,0.0,0.56,False,4.0,71332.0,57,100.00,75.72857,404285.0,382318.61
418,423,"NGUYEN, TAN D",CA,47.0,REP,2010,0.48054726299999995,13.5,REP,0.254337131,0,0.58307,1.0,0.56,False,4.0,51647.0,500,19.78,76.1,1404741.42,1395563.47
420,419,"SANCHEZ, LORETTA",CA,47.0,DEM,2010,0.48054726299999995,13.5,REP,0.6948957790000001,1,0.58307,0.0,0.56,True,4.0,51647.0,500,29.25,76.1,2056345.28,2303721.82
422,422,"SMITH, KATHERINE H",CA,47.0,REP,2010,0.48054726299999995,13.5,REP,0.254337131,0,0.58307,0.0,0.56,False,4.0,51647.0,55,56.68,76.1,1404741.42,1395563.47
423,424,"TRAN, VAN",CA,47.0,REP,2010,0.48054726299999995,13.5,REP,0.254337131,0,0.58307,1.0,0.56,False,4.0,51647.0,500,54.63,76.1,1404741.42,1395563.47
424,427,"BINKLEY, MIKE",CA,48.0,LIB,2010,0.48054726299999995,52.6,REP,0.037275431,0,0.29732,1.0,0.56,False,4.0,82047.0,1,100.00,76.2,,
425,425,"CAMPBELL, JOHN BT III",CA,48.0,REP,2010,0.48054726299999995,52.6,REP,0.556063777,1,0.29732,1.0,0.56,False,4.0,82047.0,6,100.00,76.2,1232266.43,783848.75
426,426,"KROM, BETH",CA,48.0,DEM,2010,0.48054726299999995,52.6,REP,0.40666079299999996,0,0.29732,0.0,0.56,True,4.0,82047.0,110,100.00,76.2,704262.28,703111.74
428,431,"ISSA, DARRELL",CA,49.0,REP,2010,0.538857931,23.1,REP,0.582955915,1,0.30632,1.0,0.56,False,4.0,57399.0,137,100.00,76,1495192.51,1232154.36
429,430,"KATZ, HOWARD LOUIS",CA,49.0,DEM,2010,0.538857931,23.1,REP,0.37452943899999996,0,0.30632,1.0,0.56,True,4.0,57399.0,188,100.00,76,15299.0,14794.36
430,429,"PASTER, MIKE",CA,49.0,LIB,2010,0.538857931,23.1,REP,0.042514647,0,0.30632,1.0,0.56,False,4.0,57399.0,1,100.00,76,,
431,437,"BILBRAY, BRIAN P",CA,50.0,REP,2010,0.5478353,45.4,REP,0.502395519,1,0.23574,1.0,0.56,False,4.0,70362.0,8,100.00,77.1,1207756.97,1104328.25
432,432,"BUSBY, FRANCINE P",CA,50.0,DEM,2010,0.5478353,45.4,REP,0.45178340200000006,0,0.23574,0.0,0.56,True,4.0,70362.0,500,66.07,77.1,610606.49,577138.56
435,435,"GROSSMITH, LARS",CA,50.0,LIB,2010,0.5478353,45.4,REP,0.045821079,0,0.23574,1.0,0.56,False,4.0,70362.0,500,100.00,77.1,,
436,433,"ROBERTS, DAVID W",CA,50.0,DEM,2010,0.5478353,45.4,REP,0.45178340200000006,0,0.23574,1.0,0.56,True,4.0,70362.0,4,100.00,77.1,610606.49,577138.56
437,439,"FILNER, BOB",CA,51.0,DEM,2010,0.5498341760000001,18.2,REP,0.7274917209999999,1,0.40967,1.0,0.56,True,4.0,50316.0,7,100.00,76.6,943215.59,1006287.72
439,440,"POPADITCH, NICHOLAS ALLEN",CA,51.0,REP,2010,0.5498341760000001,18.2,REP,0.24209493399999998,0,0.40967,1.0,0.56,False,4.0,50316.0,51,100.00,76.6,366748.87,361013.42
441,444,"BENOIT, MICHAEL",CA,52.0,LIB,2010,0.5478353,32.3,REP,0.046700194,0,0.22879000000000002,1.0,0.56,False,0.0,67671.0,1,100.00,77.8,,
443,446,"HUNTER, DUNCAN D.",CA,52.0,REP,2010,0.5478353,32.3,REP,0.563670924,1,0.22879000000000002,1.0,0.56,False,0.0,67671.0,500,90.79,77.8,765970.77,757936.43
445,443,"LUTZ, RAYMOND CLARK",CA,52.0,DEM,2010,0.5478353,32.3,REP,0.389464049,0,0.22879000000000002,1.0,0.56,True,0.0,67671.0,61,71.26,77.8,35815.94,35815.94
447,454,"CRIMMINS, MICHAEL PETER",CA,53.0,REP,2010,0.5478353,39.1,REP,0.274507307,0,0.30935,1.0,0.56,False,,48679.0,1,34.43,77.26667,144824.35,140519.48
448,453,"DAVIS, SUSAN A",CA,53.0,DEM,2010,0.5478353,39.1,REP,0.684867242,1,0.30935,0.0,0.56,True,,48679.0,27,8.50,77.26667,623885.89,718076.56
451,452,"FRIEDMAN, MATT",CA,53.0,REP,2010,0.5478353,39.1,REP,0.274507307,0,0.30935,1.0,0.56,False,,48679.0,500,23.16,77.26667,144824.35,140519.48
456,457,"DEGETTE, DIANA L.",CO,1.0,DEM,2010,0.617640259,39.7,DEM,0.719352937,1,0.29144000000000003,0.0,0.49,True,0.0,44859.0,97,100.00,74.2,825015.66,822288.51
457,462,"FALLON, MICHAEL PETER",CO,1.0,REP,2010,0.617640259,39.7,DEM,0.237762534,0,0.29144000000000003,1.0,0.49,False,0.0,44859.0,1,100.00,74.2,196993.0,196993.0
463,471,"BAILEY, STEPHEN",CO,2.0,REP,2010,0.586356789,41.7,DEM,0.338587455,0,0.13685999999999998,1.0,0.49,False,4.0,62146.0,33,69.36,75.07368,130885.78,130747.13
468,468,"POLIS, JARED",CO,2.0,DEM,2010,0.586356789,41.7,DEM,0.625971175,1,0.13685999999999998,1.0,0.49,True,4.0,62146.0,113,100.00,75.07368,1248539.37,895953.1
476,479,"SALAZAR, JOHN TONY MR.",CO,3.0,DEM,2010,0.48445174399999996,26.7,DEM,0.616127479,1,0.12919,1.0,0.49,True,0.0,44906.0,6,100.00,75.69048,2067197.55,2474562.48
479,480,"TIPTON, SCOTT R. MR.",CO,3.0,REP,2010,0.48445174399999996,26.7,DEM,0.383872521,0,0.12919,1.0,0.49,False,0.0,44906.0,17,55.76,75.69048,1232112.91,1207831.54
480,482,"ADEN, DOUG",CO,4.0,OTH,2010,0.565821216,32.0,DEM,0.0,0,0.1037,1.0,0.49,False,0.0,50167.0,50,100.00,76.1,,
484,490,"GARDNER, CORY SCOTT REP.",CO,4.0,REP,2010,0.565821216,32.0,DEM,0.438031304,0,0.1037,1.0,0.49,False,0.0,50167.0,99,100.00,76.1,2426591.08,2407602.45
487,484,"MARKEY, BETSY",CO,4.0,DEM,2010,0.565821216,32.0,DEM,0.561968696,1,0.1037,0.0,0.49,True,0.0,50167.0,500,100.00,76.1,3505293.36,3516267.65
490,494,"BRADLEY, KEVIN",CO,5.0,DEM,2010,0.403664201,33.1,DEM,0.370404234,0,0.1772,1.0,0.49,True,0.0,50925.0,13,100.00,76.2,0.0,0.0
492,492,"LAMBORN, DOUGLAS",CO,5.0,REP,2010,0.403664201,33.1,DEM,0.600301496,1,0.1772,1.0,0.49,False,0.0,50925.0,50,100.00,76.2,338475.98,182882.68
495,499,"COFFMAN, MIKE",CO,6.0,REP,2010,0.51998606,48.8,DEM,0.6066894310000001,1,0.11075,1.0,0.49,False,4.0,82062.0,1,100.00,76,904465.84,576556.04
496,497,"FLERLAGE, JOHN",CO,6.0,DEM,2010,0.51998606,48.8,DEM,0.393310569,0,0.11075,1.0,0.49,True,4.0,82062.0,6,100.00,76,152156.72,151280.23
499,506,"BAILEY, BUCK",CO,7.0,LIB,2010,0.561213788,27.5,DEM,0.0,0,0.23678000000000002,1.0,0.49,False,,50360.0,500,69.36,77.1,,
502,508,"FRAZIER, RYAN L",CO,7.0,REP,2010,0.561213788,27.5,DEM,0.365179529,0,0.23678000000000002,1.0,0.49,False,,50360.0,25,64.34,77.1,1775458.06,1771942.8
505,504,"PERLMUTTER, EDWIN G",CO,7.0,DEM,2010,0.561213788,27.5,DEM,0.634820471,1,0.23678000000000002,1.0,0.49,True,,50360.0,185,100.00,77.1,2443962.01,2943592.74
508,515,"BRICKLEY, ANN",CT,1.0,REP,2010,0.631626475,32.1,REP,0.26005136100000004,0,0.28221,0.0,0.57,False,0.0,59321.0,100,59.48,77.8,312096.89,311854.51
511,512,"LARSON, JOHN B",CT,1.0,DEM,2010,0.631626475,32.1,REP,0.0,1,0.28221,1.0,0.57,True,0.0,59321.0,6,,77.8,2401251.52,2445769.76
513,513,"VISCONTI, JOSEPH B",CT,1.0,REP,2010,0.631626475,32.1,REP,0.26005136100000004,0,0.28221,1.0,0.57,False,0.0,59321.0,11,,77.8,312096.89,311854.51
516,520,"COURTNEY, JOSEPH D",CT,2.0,DEM,2010,0.6274678029999999,32.6,REP,0.0,1,0.12174000000000001,1.0,0.57,True,0.0,68952.0,11,,77.26667,1781959.07,2171903.82
522,518,"PECKINPAUGH, JANET",CT,2.0,REP,2010,0.6274678029999999,32.6,REP,0.323717423,0,0.12174000000000001,0.0,0.57,False,0.0,68952.0,125,43.20,77.26667,247390.61,269667.73
525,526,"DELAURO, ROSA L",CT,3.0,DEM,2010,0.605046349,32.1,REP,0.0,1,0.22635,0.0,0.57,True,4.0,57676.0,500,,73.2,1309372.93,1373230.35
527,528,"LABRIOLA, JERRY JR.",CT,3.0,REP,2010,0.605046349,32.1,REP,0.197005058,0,0.22635,1.0,0.57,False,4.0,57676.0,63,,73.2,197072.36,178768.24
530,534,"DEBICELLA, DAN",CT,4.0,REP,2010,0.6037183279999999,45.9,REP,0.475600435,0,0.24968,1.0,0.57,False,0.0,77074.0,12,59.90,72.2,1965914.57,1961841.48
534,537,"HIMES, JIM",CT,4.0,DEM,2010,0.6037183279999999,45.9,REP,0.0,1,0.24968,1.0,0.57,True,0.0,77074.0,5,,72.2,3660497.57,3603727.34
539,546,"CALIGIURI, SAM",CT,5.0,REP,2010,0.615582553,33.6,REP,39.4,0,0.21129,1.0,0.57,False,,60460.0,64,39.17,72.44737,1269420.31,1258199.4
543,544,"MURPHY, CHRISTOPHER",CT,5.0,DEM,2010,0.615582553,33.6,REP,59.9,1,0.21129,1.0,0.57,True,,60460.0,2,,72.44737,3034971.25,3079678.37
544,545,"PISTONE, JOHN",CT,5.0,W,2010,0.615582553,33.6,REP,0.0,0,0.21129,1.0,0.57,False,,60460.0,6,,72.44737,,
559,562,"CARNEY, JOHN CHARLES JR",DE,0.0,DEM,2010,0.6263494789999999,27.7,DEM,0.379897109,0,0.29309,1.0,,True,4.0,55847.0,6,100.00,72.6,2138565.29,2113640.17
566,558,"URQUHART, GLEN",DE,0.0,REP,2010,0.6263494789999999,27.7,DEM,0.610799648,0,0.29309,1.0,,False,4.0,55847.0,500,48.64,72.6,1369932.21,1364256.86
570,574,"CANTRELL, JOSEPH HENRY JR",FL,1.0,IND,2010,0.293545853,22.7,REP,0.0,0,0.22016999999999998,1.0,0.47,False,4.0,45140.0,11,,72.1,,
573,572,"MILLER, JEFFERSON B",FL,1.0,REP,2010,0.293545853,22.7,REP,0.701840317,1,0.22016999999999998,1.0,0.47,False,4.0,45140.0,500,100.00,72.1,567897.85,556852.61
575,583,"BOYD, F. ALLEN JR.",FL,2.0,DEM,2010,0.343091555,25.3,REP,0.618791153,1,0.27965999999999996,1.0,0.47,True,4.0,41929.0,500,51.45,72.4,2690989.25,3814063.8
580,582,"MCNEIL, RON",FL,2.0,REP,2010,0.343091555,25.3,REP,0.380755037,0,0.27965999999999996,1.0,0.47,False,4.0,41929.0,43,10.69,72.4,1291070.74,1290928.8
585,585,"RANSON, CHARLES",FL,2.0,REP,2010,0.343091555,25.3,REP,0.380755037,0,0.27965999999999996,1.0,0.47,False,4.0,41929.0,23,,72.4,1291070.74,1290928.8
587,587,"SOUTHERLAND, WILLIAM STEVE II",FL,2.0,REP,2010,0.343091555,25.3,REP,0.380755037,0,0.27965999999999996,1.0,0.47,False,4.0,41929.0,9,46.86,72.4,1291070.74,1290928.8
589,597,"BROWN, CORRINE",FL,3.0,DEM,2010,0.398128191,14.9,REP,1.0,1,0.59137,0.0,0.47,True,1.0,31968.0,500,80.20,72.23333,966668.78,979733.25
597,589,"YOST, MICHAEL F ''MIKE''",FL,3.0,REP,2010,0.398128191,14.9,REP,0.0,0,0.59137,1.0,0.47,False,1.0,31968.0,1,45.72,72.23333,154156.14,150850.04
598,599,"CRENSHAW, ANDER HON",FL,4.0,REP,2010,0.305446175,27.2,REP,0.652546864,1,0.24168,1.0,0.47,False,0.0,50337.0,500,100.00,69.9,554327.37,669113.37
601,602,"STANLEY, TROY DWAYNE",FL,4.0,REP,2010,0.305446175,27.2,REP,0.652546864,0,0.24168,1.0,0.47,False,0.0,50337.0,62,,69.9,554327.37,669113.37
603,607,"NUGENT, RICHARD B",FL,5.0,REP,2010,0.406579488,19.3,REP,0.611546196,0,0.12061,1.0,0.47,False,0.0,42473.0,16,62.19,68.9,518609.48,506953.89
604,604,"PICCILLO, JAMES JOHN",FL,5.0,DEM,2010,0.406579488,19.3,REP,0.38845380399999996,0,0.12061,1.0,0.47,True,0.0,42473.0,5,100.00,68.9,146685.74,149580.03
609,610,"SCHONBERG, STEVEN E",FL,6.0,DEM,2010,0.492374728,24.3,REP,0.0,0,0.23019,1.0,0.47,True,4.0,43971.0,19,,70.31053,10727.0,8052.0
610,611,"STEARNS, CLIFFORD B.",FL,6.0,REP,2010,0.492374728,24.3,REP,0.608875151,1,0.23019,1.0,0.47,False,4.0,43971.0,199,71.49,70.31053,771907.08,917485.78
613,613,"BEAVEN, HEATHER MAURINE",FL,7.0,DEM,2010,0.36495398799999995,28.3,REP,0.379966391,0,0.18269000000000002,0.0,0.47,True,4.0,48341.0,8,100.00,71.37143,239084.08,235849.91
614,617,"MICA, JOHN L. MR.",FL,7.0,REP,2010,0.36495398799999995,28.3,REP,0.6200336089999999,1,0.18269000000000002,1.0,0.47,False,4.0,48341.0,6,100.00,71.37143,1205985.13,1334101.34
618,622,"BROWN, PRINCE",FL,8.0,REP,2010,0.43799556,29.7,REP,0.47989432600000004,0,0.2229,1.0,0.47,False,4.0,45221.0,500,80.20,73,1821764.46,1756774.9
619,619,"BUTLER, KEVIN MICHAEL",FL,8.0,REP,2010,0.43799556,29.7,REP,0.47989432600000004,0,0.2229,1.0,0.47,False,4.0,45221.0,13,,73,1821764.46,1756774.9
623,632,"GRAYSON, ALAN MARK",FL,8.0,DEM,2010,0.43799556,29.7,REP,0.520105674,1,0.2229,1.0,0.47,True,4.0,45221.0,110,100.00,73,5928282.11,5459811.75
632,631,"WEBSTER, DANIEL",FL,8.0,REP,2010,0.43799556,29.7,REP,0.47989432600000004,0,0.2229,1.0,0.47,False,4.0,45221.0,12,40.19,73,1821764.46,1756774.9
633,634,"BILIRAKIS, GUS MICHAEL",FL,9.0,REP,2010,,29.4,REP,0.621712622,1,0.13821,1.0,0.47,False,4.0,46928.0,500,100.00,71,1088911.24,915411.41
634,635,"DE PALMA, ANITA",FL,9.0,DEM,2010,,29.4,REP,0.362669285,0,0.13821,0.0,0.47,True,4.0,46928.0,500,59.36,71,13496.0,13401.0
637,639,"JUSTICE, CHARLIE",FL,10.0,DEM,2010,,26.9,REP,0.39316778399999996,0,0.12019,1.0,0.47,True,1.0,44062.0,23,100.00,71.1,321127.81,320532.34
640,640,"YOUNG, C. W. BILL",FL,10.0,REP,2010,,26.9,REP,0.6068023370000001,1,0.12019,1.0,0.47,False,1.0,44062.0,500,100.00,71.1,697977.68,965474.94
644,646,"CASTOR, KATHY",FL,11.0,DEM,2010,,24.4,REP,0.716558142,1,0.37858,0.0,0.47,True,4.0,37724.0,134,85.29,73.2,887032.51,680010.98
647,647,"PRENDERGAST, MIKE",FL,11.0,REP,2010,,24.4,REP,0.283441858,0,0.37858,1.0,0.47,False,4.0,37724.0,1,47.04,73.2,510417.15,501047.01
649,653,"EDWARDS, LORI",FL,12.0,DEM,2010,0.291468853,20.0,REP,0.42537357299999995,0,0.24595999999999998,0.0,0.47,True,0.0,42150.0,32,75.15,71.3,657352.61,655719.53
650,651,"EDWARDS, RANDOLPH",FL,12.0,DEM,2010,0.291468853,20.0,REP,0.42537357299999995,0,0.24595999999999998,1.0,0.47,True,0.0,42150.0,500,75.15,71.3,657352.61,655719.53
653,652,"ROSS, DENNIS ALAN",FL,12.0,REP,2010,0.291468853,20.0,REP,0.574626427,0,0.24595999999999998,1.0,0.47,False,0.0,42150.0,59,68.98,71.3,1174682.32,1151468.58
656,655,"WILKINSON, RANDY",FL,12.0,REP,2010,0.291468853,20.0,REP,0.574626427,0,0.24595999999999998,1.0,0.47,False,0.0,42150.0,77,,71.3,1174682.32,1151468.58
658,660,"BUCHANAN, VERNON",FL,13.0,REP,2010,,26.8,REP,0.555391906,1,0.11360999999999999,1.0,0.47,False,0.0,45514.0,500,83.45,72.3,2078743.41,973705.05
660,658,"GOLDEN, JAMES THEOPOLIS",FL,13.0,DEM,2010,,26.8,REP,0.374914401,0,0.11360999999999999,1.0,0.47,True,0.0,45514.0,5,56.69,72.3,130265.67,129392.21
661,665,"MACK, CONNIE",FL,14.0,REP,2010,0.23804039,27.5,REP,0.594356574,0,0.14067000000000002,0.0,0.47,False,4.0,46905.0,160,100.00,72.07333,963782.24,1055865.11
663,663,"ROACH, JAMES LLOYD",FL,14.0,DEM,2010,0.23804039,27.5,REP,0.247664009,0,0.14067000000000002,1.0,0.47,True,4.0,46905.0,5,100.00,72.07333,65455.58,63761.35
665,667,"POSEY, BILL",FL,15.0,REP,2010,0.291468853,24.8,REP,0.530993089,1,0.1739,1.0,0.47,False,4.0,45613.0,9,100.00,71.1,1094169.05,1027986.87
666,666,"ROBERTS, C SHANNON",FL,15.0,DEM,2010,0.291468853,24.8,REP,0.41990377799999995,0,0.1739,0.0,0.47,True,4.0,45613.0,500,100.00,71.1,29681.26,30270.73
669,673,"HORN, JIM",FL,16.0,OTH,2010,,22.5,REP,0.0,0,0.16297,1.0,0.47,False,0.0,43420.0,5,67.75,71.5,,
671,668,"ROONEY, TOM",FL,16.0,REP,2010,,22.5,REP,0.600932864,1,0.16297,1.0,0.47,False,0.0,43420.0,20,100.00,71.5,1426150.54,993127.75
674,679,"BASTIEN, MARLEINE M",FL,17.0,DEM,2010,,17.0,REP,1.0,0,0.67085,0.0,0.47,True,0.0,35017.0,500,6.00,70.03158,512380.69,401644.69
682,674,"VEREEN, RODERICK D",FL,17.0,DEM,2010,,17.0,REP,1.0,0,0.67085,1.0,0.47,True,0.0,35017.0,500,,70.03158,512380.69,401644.69
684,680,"WILSON, FREDERICA S",FL,17.0,DEM,2010,,17.0,REP,1.0,0,0.67085,0.0,0.47,True,0.0,35017.0,500,34.47,70.03158,512380.69,401644.69
685,686,"BANCIELLA, ROLANDO A",FL,18.0,DEM,2010,0.34105822700000005,31.0,REP,0.421303022,0,0.15277000000000002,1.0,0.47,True,0.0,37823.0,500,100.00,68.71429,11019.0,10742.0
686,687,"ROS-LEHTINEN, ILEANA",FL,18.0,REP,2010,0.34105822700000005,31.0,REP,0.578696978,1,0.15277000000000002,0.0,0.47,False,0.0,37823.0,500,100.00,68.71429,1668779.17,1103463.35
687,689,"BUDD, JOSEPH E",FL,19.0,UNK,2010,,30.9,REP,0.0,0,0.21474000000000001,1.0,0.47,False,0.0,46919.0,11,100.00,68.4,,
688,693,"DEUTCH, THEODORE ELIOT",FL,19.0,DEM,2010,,30.9,REP,0.661572495,1,0.21474000000000001,1.0,0.47,True,0.0,46919.0,181,100.00,68.4,2002625.95,1874219.78
692,688,"MCCORMICK, JIM",FL,19.0,NPA,2010,,30.9,REP,0.0,0,0.21474000000000001,1.0,0.47,False,0.0,46919.0,5,,68.4,,
694,696,"RUIZ, JOSE M",FL,19.0,DEM,2010,,30.9,REP,0.661572495,0,0.21474000000000001,1.0,0.47,True,0.0,46919.0,48,,68.4,2002625.95,1874219.78
698,705,"HARRINGTON, KAREN",FL,20.0,REP,2010,,36.5,REP,0.0,0,0.24026,0.0,0.47,False,1.0,50905.0,25,39.93,66.7,376835.93,374118.42
705,707,"DIAZ-BALART, MARIO",FL,21.0,REP,2010,,27.1,REP,0.579007772,0,0.16607,1.0,0.47,False,0.0,45943.0,134,100.00,67.2,739770.66,541147.96
707,708,"BRADY, DAVID",FL,22.0,REP,2010,,37.9,REP,0.45318954200000006,0,0.11745,1.0,0.47,False,0.0,58319.0,4,23.33,66.4,6542737.57,6519713.09
708,709,"KLEIN, RON",FL,22.0,DEM,2010,,37.9,REP,0.54679105,1,0.11745,1.0,0.47,True,0.0,58319.0,43,84.54,66.4,3776866.65,5319671.22
710,710,"WEST, ALLEN B",FL,22.0,REP,2010,,37.9,REP,0.45318954200000006,0,0.11745,1.0,0.47,False,0.0,58319.0,130,76.67,66.4,6542737.57,6519713.09
711,712,"HASTINGS, ALCEE L HON",FL,23.0,DEM,2010,,16.6,REP,0.8218262909999999,1,0.62259,1.0,0.47,True,,34942.0,500,100.00,63.2,780445.02,778998.09
712,713,"SANSARICQ, BERNARD",FL,23.0,REP,2010,,16.6,REP,0.17798351,0,0.62259,1.0,0.47,False,,34942.0,500,100.00,63.2,105750.94,106142.42
