Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year
PISTONE, JOHN,CT,5,W,2010
CALIGIURI, SAM,CT,5,REP,2010
BERNIER, JUSTIN,CT,5,REP,2010
WALLACE, ALLEN,DC,0,DEM,2010
ALSTON, DONNA JEAN,DC,0,DEM,2010
STRACUZZI, NATALE N.,DC,0,GRE,2010
TINGLING-CLEMMONS, RICK,DC,0,GRE,2010
LEE, MICHAEL AGUSTUS (MATTHEW) DR ESQ,DC,0,IND,2010
MALONE, JOAN F M,DC,0,REP,2010
NOBLE, QUEEN,DC,0,OTH,2010
SLOAN, DOUGLASS,DC,0,DEM,2010
SMITH, MARJORIE (MISSY) REILLY,DC,0,REP,2010
NORTON, ELEANOR HOLMES,DC,0,DEM,2010
URQUHART, GLEN,DE,0,REP,2010
CULLIS, FREDERICK R,DE,0,REP,2010
CHERRICKS, LIZA DAWN,DE,0,IND,2010
CAMPBELL, DOUGLAS ALLEN JR,DE,0,CON,2010
CARNEY, JOHN CHARLES JR,DE,0,DEM,2010
BROWN, JEFFREY,DE,0,OTH,2010
SPENCER, SCOTT RICHARD,DE,0,DEM,2010
WADE, KEVIN LYNN,DE,0,REP,2010
LOFLAND, EARL R,DE,0,OTH,2010
WANGEN, BRENT,DE,0,LIB,2010
IZZO, ROSE,DE,0,REP,2010
ROLLINS, MICHELE M,DE,0,REP,2010
BRYAN, JAMES EDWARD,FL,1,DEM,2010
KELLEY, HENRY ARTHUR JR,FL,1,UNK,2010
MILLER, JEFFERSON B,FL,1,REP,2010
KRAUSE, JOHN E,FL,1,REP,2010
CANTRELL, JOSEPH HENRY JR,FL,1,IND,2010
NETHERWOOD, RAYMOND HEATH,FL,2,IND,2010
SCHOLL, DAVID EUGENE,FL,2,REP,2010
DORN, JOSEPH C,FL,2,REP,2010
HENDRY, EDDIE,FL,2,REP,2010
OLSCHNER, BARBARA F,FL,2,REP,2010
MEECE, CARL EDWARD JR,FL,2,REP,2010
MCKAIN, PAUL CRANDALL,FL,2,OTH,2010
MCNEIL, RON,FL,2,REP,2010
BOYD, F. ALLEN JR.,FL,2,DEM,2010
ORTIZ, ROBERT EDWARD,FL,2,REP,2010
RANSON, CHARLES,FL,2,REP,2010
LAWSON, ALFRED 'AL' JR.,FL,2,DEM,2010
SOUTHERLAND, WILLIAM STEVE II,FL,2,REP,2010
BERRYHILL, DIANNE JORDEN,FL,2,NPA,2010
YOST, MICHAEL F ''MIKE'',FL,3,REP,2010
PENOSO, ANTHONY PAUL,FL,3,REP,2010
MARTIN-BACK, TERRY L,FL,3,NPA,2010
BLACK, DEAN A,FL,3,REP,2010
MACNAUGHTON, GEORGE SCOTT,FL,3,LIB,2010
NWASIKE, C CHRISTIAN,FL,3,REP,2010
GILMAN, JAMES NICHOLAS,FL,3,REP,2010
KOLB, EUNA LEANNE,FL,3,REP,2010
BROWN, CORRINE,FL,3,DEM,2010
FORTUNE, SCOTT,FL,3,DEM,2010
CRENSHAW, ANDER HON,FL,4,REP,2010
KONIZ, GARY L,FL,4,NNE,2010
PUESCHEL, DEBORAH KATZ,FL,4,NNE,2010
STANLEY, TROY DWAYNE,FL,4,REP,2010
DOOLAN, THOMAS JOSEPH,FL,5,DEM,2010
PICCILLO, JAMES JOHN,FL,5,DEM,2010
SAGER, JASON PATRICK,FL,5,REP,2010
WERDER, HAROLD DAVID,FL,5,DEM,2010
NUGENT, RICHARD B,FL,5,REP,2010
BROWNING, DONALD EDWARD,FL,6,REP,2010
ANNARUMMA, JOHN,FL,6,UNK,2010
SCHONBERG, STEVEN E,FL,6,DEM,2010
STEARNS, CLIFFORD B.,FL,6,REP,2010
MORRIS, RALPH LEROY,FL,7,UNK,2010
BEAVEN, HEATHER MAURINE,FL,7,DEM,2010
SILVA, PETER,FL,7,DEM,2010
ARMITAGE, FAYE,FL,7,DEM,2010
BACON, STEPHEN,FL,7,OTH,2010
MICA, JOHN L. MR.,FL,7,REP,2010
METCALFE, GEORGE L,FL,8,IND,2010
BUTLER, KEVIN MICHAEL,FL,8,REP,2010
LONG, WILLIAM TODD,FL,8,REP,2010
SULLIVAN, PATRICIA ANNE,FL,8,REP,2010
BROWN, PRINCE,FL,8,REP,2010
GERRITZEN, STEVEN J,FL,8,UNK,2010
MILLER, KENNETH JOHN,FL,8,REP,2010
FANELLI, DANIEL ROY,FL,8,REP,2010
BIELING, ROSS PARKER,FL,8,REP,2010
ODONOGHUE, WILLIAM BRUCE,FL,8,REP,2010
TYSALL, TERRENCE NEAL SR,FL,8,REP,2010
DUNMIRE, PEG,FL,8,REP,2010
KELLY, KURT,FL,8,REP,2010
WEBSTER, DANIEL,FL,8,REP,2010
GRAYSON, ALAN MARK,FL,8,DEM,2010
GUTIERREZ, ARMANDO JR,FL,8,REP,2010
BILIRAKIS, GUS MICHAEL,FL,9,REP,2010
DE PALMA, ANITA,FL,9,DEM,2010
HINDAHL, PHIL,FL,9,DEM,2010
LINN, MAX,FL,10,DEM,2010
ROKICKI, MARTIN,FL,10,NNE,2010
JUSTICE, CHARLIE,FL,10,DEM,2010
YOUNG, C. W. BILL,FL,10,REP,2010
FORCADE, ERIC LEE,FL,10,REP,2010
STANFORD, STEVEN CRAIG,FL,11,REP,2010
CURTIS, TIMOTHY LYNN,FL,11,DEM,2010
KELLER, SCOTT THOMAS,FL,11,REP,2010
BUNTYN, TONY,FL,11,REP,2010
CASTOR, KATHY,FL,11,DEM,2010
PRENDERGAST, MIKE,FL,11,REP,2010
CASTELLANO, THOMAS C,FL,11,REP,2010
ADAMS, EDDIE JR,FL,11,REP,2010
OSINSKI, JOHN V,FL,12,IND,2010
EDWARDS, RANDOLPH,FL,12,DEM,2010
ROSS, DENNIS ALAN,FL,12,REP,2010
EDWARDS, LORI,FL,12,DEM,2010
SNIDER, THOMAS K,FL,12,LIB,2010
WILKINSON, RANDY,FL,12,REP,2010
LINDSEY, JOHN W JR,FL,12,REP,2010
TUDOR, DOUGLAS DAVID,FL,12,DEM,2010
GOLDEN, JAMES THEOPOLIS,FL,13,DEM,2010
BALDAUF, DON,FL,13,REP,2010
BUCHANAN, VERNON,FL,13,REP,2010
EATON, RICHARD CHRISTOPHER,FL,13,DEM,2010
NEELD, ROBERT M. JR.,FL,14,DEM,2010
ROACH, JAMES LLOYD,FL,14,DEM,2010
ST CLAIRE, WILLIAM MAVERICK,FL,14,UNK,2010
MACK, CONNIE,FL,14,REP,2010
ROBERTS, C SHANNON,FL,15,DEM,2010
POSEY, BILL,FL,15,REP,2010
ROONEY, TOM,FL,16,REP,2010
CRAFT, CHRISTOPHER LEE,FL,16,DEM,2010
TAUTIVA, ED,FL,16,DEM,2010
DEAN, WILLIAM,FL,16,NNE,2010
LUTRIN, DAVID LEE,FL,16,DEM,2010
HORN, JIM,FL,16,OTH,2010
VEREEN, RODERICK D,FL,17,DEM,2010
ADAM, LEROY,FL,17,DEM,2010
ROBERSON, YOLLY,FL,17,DEM,2010
BRUTUS, PHILLIP J,FL,17,DEM,2010
BUSH, JAMES III,FL,17,DEM,2010
BASTIEN, MARLEINE M,FL,17,DEM,2010
WILSON, FREDERICA S,FL,17,DEM,2010
MOISE, RUDOLPH,FL,17,DEM,2010
GALVIN, SCOTT,FL,17,DEM,2010
POITIER, COREY B,FL,17,REP,2010
WILLIAMS, ANDRE LEWIS,FL,17,DEM,2010
GIBSON, SHIRLEY,FL,17,DEM,2010
BANCIELLA, ROLANDO A,FL,18,DEM,2010
ROS-LEHTINEN, ILEANA,FL,18,REP,2010
MCCORMICK, JIM,FL,19,NPA,2010
BUDD, JOSEPH E,FL,19,UNK,2010
SMILAN, STANLEY S,FL,19,NNE,2010
LAROSE, JOSUE,FL,19,DEM,2010
LYNCH, EDWARD J ,FL,19,REP,2010
DEUTCH, THEODORE ELIOT,FL,19,DEM,2010
GRABER, BENJAMIN,FL,19,DEM,2010
PRICE, CURT,FL,19,REP,2010
RUIZ, JOSE M,FL,19,DEM,2010
WASSERMAN SCHULTZ, DEBBIE,FL,20,DEM,2010
REILLY, BRIAN G,FL,20,REP,2010
KUNST, ROBERT,FL,20,NNE,2010
DWORKOWITZ, STEPHEN,FL,20,REP,2010
MILO, DONNA E,FL,20,REP,2010
SCHOCK, CLAYTON JAMES,FL,20,OTH,2010
LOWRY, ROBERT PAUL,FL,20,REP,2010
BLUMENTHAL, STANLEY,FL,20,IND,2010
HARRINGTON, KAREN,FL,20,REP,2010
SANCHEZ, WILLAIM,FL,21,DEM,2010
DIAZ-BALART, MARIO,FL,21,REP,2010
BRADY, DAVID,FL,22,REP,2010
KLEIN, RON,FL,22,DEM,2010
WEST, ALLEN B,FL,22,REP,2010
RENNEISEN, PAUL FRANCIS MR.,FL,22,DEM,2010
HASTINGS, ALCEE L HON,FL,23,DEM,2010
SANSARICQ, BERNARD,FL,23,REP,2010
DEDELOW, EDWARD W,FL,24,REP,2010
DAVIS, JASON P,FL,24,REP,2010
HUKILL, DOROTHY L,FL,24,REP,2010
PARTYKA, PAUL PETER,FL,24,DEM,2010
FOSTER, JAMES NORMAN,FL,24,REP,2010
HEINZELMAN, JAMES P SR,FL,24,REP,2010
MACINNES, CHAD,FL,24,REP,2010
SINCLAIR, LARRY,FL,24,UNK,2010
ROBEY, ROBERT LAWRENCE,FL,24,REP,2010
DIEBEL, KAREN,FL,24,REP,2010
CAMPBELL, SEAN FIELD,FL,24,REP,2010
KOSMAS, SUZANNE,FL,24,DEM,2010
ROSS, BEN,FL,24,REP,2010
LONG, OMETRIAS DEON,FL,24,REP,2010
RUIZ, NICHOLAS III,FL,24,NNE,2010
MILLER, CRAIG S,FL,24,REP,2010
ADAMS, SANDY,FL,24,REP,2010
GARCIA, GEORGE THOMAS,FL,24,REP,2010
PORTER, CRAIG,FL,25,OTH,2010
RIVERA, DAVID,FL,25,REP,2010
CANCIO, MARIANA MARILI,FL,25,REP,2010
MEURICE, LUIS,FL,25,DEM,2010
ARROJO, JOSE ROLANNDO,FL,25,DEM,2010
RIVERA, LUIS ANTONIO,FL,25,DEM,2010
GARCIA, JOSE ANTONIO,FL,25,DEM,2010
CRESPO, PAUL L,FL,25,REP,2010
HARRIS, OSCAR L. II,GA,1,DEM,2010
KINGSTON, JOHN HEDDENS,GA,1,REP,2010
BISHOP, SANFORD D JR.,GA,2,DEM,2010
ALLEN, RICK,GA,2,REP,2010
ADAMS, RHUEDOLPH 'RUDY',GA,2,REP,2010
FERRELL, LEE R II,GA,2,REP,2010
BROWN, BOBBY DAVE,GA,2,REP,2010
KEOWN, MICHAEL (MIKE) HUEL,GA,2,REP,2010
SAUNDERS, ROBERT FRANKLIN III,GA,3,DEM,2010
WESTMORELAND, LYNN A.,GA,3,REP,2010
RUTH, CORY JEROME,GA,4,REP,2010
JOHNSON, HENRY C 'HANK' JR,GA,4,DEM,2010
CARTER, LISBETH 'LIZ',GA,4,REP,2010
ARMENDARIZ, VICTOR,GA,4,REP,2010
GAUSE, LAWRENCE FRANKLIN,GA,4,REP,2010
STOKES, CONNIE JEAN MS,GA,4,DEM,2010
JONES, VERNON A,GA,4,DEM,2010
NGUYEN, KELLY,GA,5,REP,2010
LITTLE, SAMUEL FENN JR,GA,5,REP,2010
LEWIS, JOHN R.,GA,5,DEM,2010
GREENBERG, SEAN,GA,6,NNE,2010
PRICE, THOMAS EDMUNDS,GA,6,REP,2010
COX, JOHN CLAYTON 'CLAY',GA,7,REP,2010
HECKMAN, DOUGLAS SCOTT,GA,7,DEM,2010
KIRBY, LESTER THOMAS,GA,7,REP,2010
GRIST, RONNIE,GA,7,REP,2010
BALFOUR, DONALD KENNETH II,GA,7,REP,2010
FINCHER, JAMES (JEF) ERNEST,GA,7,REP,2010
MALONE, WILLIAM F JR,GA,7,REP,2010
HICE, JODY B MR,GA,7,REP,2010
WOODALL, ROB,GA,7,REP,2010
PARROTT, THOMAS S,GA,7,REP,2010
EFSTRATION, CHUCK,GA,7,REP,2010
MEYERS, VALERIE SARGENT,GA,8,REP,2010
RISH, WILLIAM PAUL,GA,8,REP,2010
HICKS, ANGELA,GA,8,REP,2010
VANN, DIANE ELIZABETH SWANSON,GA,8,REP,2010
DELOACH, KENNETH RAY JR,GA,8,REP,2010
SCOTT, JAMES AUSTIN,GA,8,REP,2010
MARSHALL, JIM,GA,8,DEM,2010
STEPHENS, WILLIAM V,GA,9,REP,2010
MOON, EDWARD ''EUGENE'',GA,9,IND,2010
BENTON, CLYDE DANIEL,GA,9,REP,2010
EVANS, MIKE ALLEN,GA,9,REP,2010
DOOLEY, THOMAS EUGENE,GA,9,REP,2010
JONES, JEREMY EDWARD,GA,9,REP,2010
REESE, BOBBY CLIFFORD,GA,9,REP,2010
TARVIN, THOMAS STEPHEN,GA,9,REP,2010
GRAVES, JOHN THOMAS JR,GA,9,REP,2010
CATES, CHRISTOPHER U MD,GA,9,REP,2010
FREEMAN, MIKE,GA,9,DEM,2010
HAWKINS, B LEE,GA,9,REP,2010
LOFTMAN, BERTIL ARMIN,GA,9,REP,2010
UNTERMYER, SAMUEL III 'SANDY',GA,10,DEM,2010
BROUN, PAUL COLLINS,GA,10,REP,2010
EDWARDS, RUSSELL JAMES,GA,10,DEM,2010
GINGREY, J. PHILLIP,GA,11,REP,2010
MOSLEY, EMMETT WAYNE JR,GA,12,REP,2010
MCKINNEY, RAYMOND LOUIS SR,GA,12,REP,2010
HORNER, MICHAEL W,GA,12,REP,2010
THOMAS, REGINA D,GA,12,DEM,2010
SEAVER, JEAN MARIE,GA,12,REP,2010
BARROW, JOHN J.,GA,12,DEM,2010
SMITH, LAWTON CARLOS JR,GA,12,REP,2010
PARCHMENT, RUPERT GORDON,GA,13,REP,2010
MORRIS, STEVEN AUGUSTUS,GA,13,REP,2010
MURPHY, MIKE,GA,13,DEM,2010
SLEEPER, SONJA,GA,13,REP,2010
ORR, DAVID GORDON,GA,13,REP,2010
CRANE, MICHAEL ROBERT,GA,13,REP,2010
SCOTT, DAVID ALBERT,GA,13,DEM,2010
FLANEGAN, CHARLES EDWARD JR,GA,13,REP,2010
FRISBEE, MICHAEL A,GA,13,DEM,2010
DUDEK, HANK RICHARD,GA,13,REP,2010
HONEYCUTT, DEBORAH TRAVIS,GA,13,REP,2010
TAM, BRIAN,GA,NA,UNK,2010
BORDALLO, MADELEINE Z. MS.,GU,0,DEM,2010
HANABUSA, COLLEEN WAKAKO,HI,1,DEM,2010
LEE, PHILMUND (PHIL),HI,1,DEM,2010
COLLINS, CHARLES (GOOGIE),HI,1,REP,2010
CRUM, DOUGLAS,HI,1,REP,2010
GIUFFRE, JOHN (RAGHU),HI,1,REP,2010
BREWER, JIM,HI,1,NNE,2010
MOSELEY, KARL F.,HI,1,NNE,2010
STRODE, KALAELOA,HI,1,NNE,2010
BROWNE, VINNY,HI,1,DEM,2010
CASE, EDWARD ESPENETT,HI,1,DEM,2010
TATAII, STEVE,HI,1,NNE,2010
AMSTERDAM, C KAUI JOCHANAN,HI,1,REP,2010
DJOU, CHARLES K,HI,1,REP,2010
DEL CASTILLO, RAFAEL GOODWIN,HI,1,DEM,2010
SONN, ANDREW VON,HI,2,IND,2010
GIMBERNAT, ANTONIO,HI,2,REP,2010
BROCK, PAT,HI,2,LIB,2010
WILLOUGHBY, JOHN WILLIAM,HI,2,REP,2010
WHARTON, RAMSAY PUANANI,HI,2,REP,2010
HIRONO, MAZIE MRS.,HI,2,DEM,2010
PETSCHE, ROB J.,IA,1,LIB,2010
JOHNSON, WILL,IA,1,REP,2010
LA COSTE, MIKE,IA,1,REP,2010
FAULKER , JASON A.,IA,1,OTH,2010
BUDDE, JAMES R,IA,1,REP,2010
LACOSTE, MIKE STEVEN,IA,1,REP,2010
BRALEY, BRUCE L,IA,1,DEM,2010
LANGE, BENJAMIN MICHAEL,IA,1,REP,2010
LOEBSACK, DAVID WAYNE,IA,2,DEM,2010
RATHJE, STEVE,IA,2,REP,2010
TACK, JONATHAN JAY,IA,2,OTH,2010
SICARD, GARY JOSEPH,IA,2,LIB,2010
MILLER-MEEKS, MARIANNETTE JANE,IA,2,REP,2010
GETTEMY, ROBERT EDWARD,IA,2,REP,2010
REED, CHRISTOPHER,IA,2,REP,2010
WELCH, JASON LEE,IA,3,REP,2010
REES, MARK ROBERT,IA,3,REP,2010
WILLIAMSON, REBECCA,IA,3,OTH,2010
BATCHER, SCOTT GERALD,IA,3,REP,2010
GIBBONS, JIM,IA,3,REP,2010
FUNK, DAVID EDWARD,IA,3,REP,2010
BERTROCHE, J PATRICK,IA,3,REP,2010
BOSWELL, LEONARD L.,IA,3,DEM,2010
ZAUN, BRAD,IA,3,REP,2010
MASKE, BILLY DALE,IA,4,DEM,2010
LATHAM, THOMAS P.,IA,4,REP,2010
LENSING , DAN,IA,4,OTH,2010
DENKLAU, MICHAEL ALLEN,IA,5,DEM,2010
MONROE, MARTIN JAMES,IA,5,OTH,2010
CAMPBELL, MATTHEW,IA,5,DEM,2010
KING, STEVE MR.,IA,5,REP,2010
SALI, WILLIAM T.,ID,1,REP,2010
CHADWICK, MICHAEL L,ID,1,REP,2010
ROBERTS, KEN A,ID,1,REP,2010
SALZBERG, ALLAN M.,ID,1,REP,2010
WARD, VAUGHN L,ID,1,REP,2010
WASHBURN, MICHAEL JAMES,ID,1,LIB,2010
OLSON, DAVID EDWIN,ID,1,IND,2010
BROWN, HARLEY DELANO,ID,1,REP,2010
LABRADOR, RAUL RAFAEL,ID,1,REP,2010
MINNICK, WALTER CLIFFORD,ID,1,DEM,2010
SCHAD, BRIAN,ID,2,IND,2010
CRAWFORD, MIKE,ID,2,DEM,2010
BURTON, KATHERINE,ID,2,REP,2010
HEILESON, CHICK,ID,2,REP,2010
SIMPSON, MICHAEL K,ID,2,REP,2010
MATHEWS, RUSSELL J,ID,2,REP,2010
JOHNSON, KENNETH LAMAR,IL,0,DEM,2010
WARDINGLEY, RAYMOND G,IL,1,REP,2010
BAILEY, HAROLD L.,IL,1,DEM,2010
ADAMS, JEFF,IL,1,GRE,2010
DUBUCLET, ALEX,IL,1,DEM,2010
GUILLEMETTE, JOANNE,IL,1,DEM,2010
SMITH, FREDERICK,IL,1,DEM,2010
RUSH, BOBBY L,IL,1,DEM,2010
STEWART, JON,IL,1,DEM,2010
WILLIAMS, ANTHONY W.,IL,2,GRE,2010
MAYDEN, MICHAEL E.,IL,2,GRE,2010
JACKSON, JESSE L JR,IL,2,DEM,2010
HAYES, ISAAC C,IL,2,REP,2010
BENDAS, MICHAEL A,IL,3,REP,2010
SCHMIDT, LAUREL LAMBERT,IL,3,GRE,2010
MUJICA, JORGE,IL,3,DEM,2010
LIPINSKI, DANIEL WILLIAM,IL,3,DEM,2010
BURNS, ROBERT J.,IL,4,GRE,2010
ISRAEL, VASQUEZ,IL,4,REP,2010
PIEKARCZYK, STEVE,IL,4,REP,2010
GUTIERREZ, LUIS V,IL,4,DEM,2010
FEIGENHOLTZ, SARA,IL,5,DEM,2010
WILLIAMS, ANDREW,IL,5,GRE,2010
GILHOOLY, TERRENCE A.,IL,5,GRE,2010
FORYS, VICTOR ALEXANDER,IL,5,DEM,2010
OBERMAN, JUSTIN PEREIRA,IL,5,DEM,2010
CAPPARELLI, CARY,IL,5,DEM,2010
WHEELAN, CHARLES J,IL,5,DEM,2010
BRYAR, PAUL J,IL,5,DEM,2010
FRITCHEY, JOHN A,IL,5,DEM,2010
MONTEAGUDO, CARLOS A,IL,5,DEM,2010
O'CONNOR, PATRICK J.,IL,5,DEM,2010
GEOGHEGAN, THOMAS HOWARD,IL,5,DEM,2010
HANSON, TOM,IL,5,REP,2010
BEDELL, GREGORY A,IL,5,REP,2010
KAY, DANIEL S (KARKUSIEWICZ),IL,5,REP,2010
DONATELLI, JAN H,IL,5,DEM,2010
REICHEL, MATTHEW,IL,5,GRE,2010
DAGHER, PETER ALEXANDER,IL,5,DEM,2010
VASQUEZ, ISRAEL C,IL,5,DEM,2010
MELL, DEBORAH,IL,5,DEM,2010
ANNUNZIO, FRANK,IL,5,DEM,2010
KHAN, MOHAMMADALI D,IL,5,DEM,2010
THOMPSON, ROGER,IL,5,DEM,2010
VARTANIAN, JOEY,IL,5,DEM,2010
FREDRICKSON, MARK A.,IL,5,GRE,2010
AUGUSTSON, ALAN,IL,5,GRE,2010
LAD, ASHVIN PRAKASH,IL,5,REP,2010
PULIDO, ROSANNA,IL,5,REP,2010
GORDILS, DEB LETICIA,IL,5,GRE,2010
QUIGLEY, MIKE,IL,5,DEM,2010
RATOWITZ, DAVID,IL,5,REP,2010
ROSKAM, PETER,IL,6,REP,2010
LOWE, BENJAMIN S,IL,6,DEM,2010
ROBBINS, KIP,IL,7,GRE,2010
DIXON, SHARON DENISE,IL,7,DEM,2010
CLEMONS, CLARENCE D.,IL,7,DEM,2010
WEIMAN, MARK M,IL,7,REP,2010
WILLIAMS-BURNETT, DARLENA,IL,7,DEM,2010
ASCOT, JAMES,IL,7,DEM,2010
ANDERSON, DAVID JOHN,IL,7,LIB,2010
HATCH, MARSHALL E SR,IL,7,DEM,2010
DAVIS, DANNY K. MR.,IL,7,DEM,2010
JACOBS, GREGORY S,IL,8,REP,2010
SCHEURER, WILLIAM CURT,IL,8,GRE,2010
FARNICK, JONATHAN,IL,8,DEM,2010
RODRIGUEZ, MARIA DOLORES,IL,8,REP,2010
DAWSON, JOHN,IL,8,REP,2010
WALSH, JOE,IL,8,REP,2010
FRASER, WILLIAM E,IL,8,IND,2010
GEISSLER, CHRISTOPHER TODD,IL,8,REP,2010
BEAN, MELISSA LUBURICH,IL,8,DEM,2010
BEVERIDGE, DIRK,IL,8,REP,2010
RIBEIRO, SIMON,IL,9,GRE,2010
ATANUS, SUSANNE,IL,9,REP,2010
SHANFIELD, MORRIS,IL,9,GRE,2010
SCHAKOWSKY, JANICE D,IL,9,DEM,2010
POLLAK, JOEL BARRY,IL,9,REP,2010
HAMOS, JULIE,IL,10,DEM,2010
BRUMFIELD, AUTHOR C,IL,10,NNE,2010
BOND, MICHAEL,IL,10,DEM,2010
DOLD JR., ROBERT JAMES MR.,IL,10,REP,2010
SEALS, DANIEL JOSEPH,IL,10,DEM,2010
RICHARDSON, ELLIOT,IL,10,DEM,2010
COULSON, ELIZABETH,IL,10,REP,2010
SUMPTION, MILTON J,IL,10,DEM,2010
CADIGAN, WILLIAM J,IL,10,REP,2010
HAMANN, PAUL,IL,10,REP,2010
GREEN, RICHARD CRONKHITE,IL,10,REP,2010
FRIEDMAN, ARIE STEPHEN,IL,10,REP,2010
MCALOON, DAVID,IL,11,REP,2010
MILLER, DARREL,IL,11,REP,2010
WHITE, DAVE,IL,11,REP,2010
MEERS, HENRY W JR,IL,11,REP,2010
HALVORSON, DEBORAH 'DEBBIE',IL,11,DEM,2010
KINZINGER, ADAM,IL,11,REP,2010
KORMOS, THERESA MRS,IL,12,REP,2010
COSTELLO, JERRY F,IL,12,DEM,2010
JENNINGS, RODGER W.,IL,12,GRE,2010
NEWMAN, TERI,IL,12,REP,2010
BIGGERT, JUDY,IL,13,REP,2010
HARPER, SCOTT,IL,13,DEM,2010
VARGAS, MARK A,IL,14,REP,2010
KAIRIS, DANIEL J.,IL,14,GRE,2010
MARKS, DOUG,IL,14,NNE,2010
ROSE, BOBBY G.,IL,14,DEM,2010
HASTERT, ETHAN ALLEN,IL,14,REP,2010
PISTORIUS, JAMES,IL,14,DEM,2010
PURCELL, JAMES (JIM),IL,14,REP,2010
FOSTER, G. WILLIAM (BILL),IL,14,DEM,2010
DANKLEFSEN, JEFFREY,IL,14,REP,2010
HULTGREN, RANDY,IL,14,REP,2010
JOHNSON, TIM,IL,15,REP,2010
GILL, DAVID MICHAEL,IL,15,DEM,2010
CAMPBELL, TERRY G.,IL,16,GRE,2010
GAULRAPP, GEORGE WALTER,IL,16,DEM,2010
MANZULLO, DONALD A.,IL,16,REP,2010
DAVIS, ROGER K.,IL,17,GRE,2010
HARE, PHILIP G,IL,17,DEM,2010
SCHILLING, ROBERT T MR.,IL,17,REP,2010
RAY, CARL DOUGLAS,IL,18,DEM,2010
SCHOCK, AARON JON MR.,IL,18,REP,2010
HIRNER, DEIDRE 'DK',IL,18,DEM,2010
SCHAFER, SHELDON,IL,18,GRE,2010
BAGWELL, TIMOTHY CLARKE,IL,19,DEM,2010
FIRSCHING, MICHAEL,IL,19,REP,2010
SHIMKUS, JOHN M,IL,19,REP,2010
PASTORE, ROBERT A,IN,1,REP,2010
MORRIS , JON,IN,1,LIB,2010
LEYVA, MARK J,IN,1,REP,2010
OLSON, ERIC L,IN,1,REP,2010
REEVES, JAYSON H,IN,1,REP,2010
HOLTZ, RICHARD (RIC),IN,1,REP,2010
PETYO, MICHAEL,IN,1,REP,2010
DOMBKOWSKI, ADAM ALAN,IN,1,REP,2010
LINDEMULDER, PETER III,IN,1,REP,2010
VISCLOSKY, PETER J,IN,1,DEM,2010
VOGEL, MARK,IN,2,LIB,2010
DOLAN , MARTIN A.,IN,2,REP,2010
JORDAN, JACK EDWARD,IN,2,REP,2010
ZIRKLE, ANTHONY FREDRICK,IN,2,REP,2010
DONNELLY, JOSEPH SIMON MR.,IN,2,DEM,2010
WALORSKI (SWIHART), JACKIE,IN,2,REP,2010
GRUBB, RACHEL,IN,3,REP,2010
STEPHENS, WES,IN,3,IND,2010
METZGER, TOM,IN,3,IND,2010
HAYHURST, THOMAS ELDON,IN,3,DEM,2010
TROYER, PHILLIP JAMES,IN,3,REP,2010
THOMAS, ROBERT (BOB),IN,3,REP,2010
WISE, SCOTT,IN,3,LIB,2010
DICKMAN, GREGORY LEE,IN,3,REP,2010
BORROR, RANDY LEE,IN,3,REP,2010
ELIJAH, TERRY RYAN,IN,3,REP,2010
STUTZMAN, MARLIN A,IN,3,REP,2010
SOUDER, MARK E,IN,3,REP,2010
HIGHT, MICHAEL C (MIKE),IN,4,NNE,2010
DUNCAN , JOHN,IN,4,LIB,2010
NELSON, TARA E.,IN,4,DEM,2010
POWELL, MARK,IN,4,DEM,2010
ALLEN, CHERYL DENISE,IN,4,REP,2010
SEITZ, MARK,IN,4,REP,2010
ACTON, JON DAVID,IN,4,REP,2010
DUNHAM, DANIEL L,IN,4,REP,2010
KEITH, LARON,IN,4,REP,2010
CAMPBELL, MIKE,IN,4,REP,2010
WATHEN, ERIC LEE,IN,4,REP,2010
HENDERSON, CHARLES E,IN,4,REP,2010
YOUNG, R MICHAEL,IN,4,REP,2010
HASS, JAMES THOMAS,IN,4,REP,2010
STEFFEN , PHILLIP J,IN,4,REP,2010
HERSHMAN, BRANDT,IN,4,REP,2010
SANDERS, DAVID AURAM,IN,4,DEM,2010
ROKITA, THEODORE EDWARD,IN,4,REP,2010
DOLCE, ADAM DAVID,IN,5,REP,2010
REID, RICHARD ANDREW,IN,5,LIB,2010
TRUEBLOOD, JESSE C.,IN,5,IND,2010
MESSER, ALLEN LUCAS,IN,5,REP,2010
CRAWFORD, TIM,IN,5,DEM,2010
BURTON, DANNY L,IN,5,REP,2010
LYONS, MARK ANDREW,IN,5,REP,2010
MCGOFF, JOHN P,IN,5,REP,2010
MCVEY, BROSE ALLEN,IN,5,REP,2010
HANNA, NASSER HAUSAM,IN,5,DEM,2010
BRIZZI, CARL J,IN,5,REP,2010
ADCOOK, ANN B,IN,5,REP,2010
MURPHY, MICHAEL B,IN,5,REP,2010
PENCE, MIKE,IN,6,REP,2010
WELSH, REVI BARRY ALAN,IN,6,DEM,2010
THOMPSON, TALMAGE (T.J.) JR,IN,6,LIB,2010
HOLLAND, GEORGE THOMAS,IN,6,DEM,2010
RAMIREZ, RAFAEL,IN,7,REP,2010
SPOONAMORE, JEFFREY WAYNE,IN,7,IND,2010
WILSON , DAV,IN,7,LIB,2010
KAKASULEFF, CARL,IN,7,DEM,2010
KERN, BOB,IN,7,DEM,2010
