Bonner, Jo#AL#1#REP#2008#210660#1
Rosile, Steven A.#KS#4#LIB#2008#5345#0.019081857
Whitfield, Edward#KY#1#REP#2008#178107#0.643482691
Ryan, Heather A.#KY#1#DEM#2008#98674#0.356499245
Hatchett, Charles K.#KY#1#WRI#2008#5#1.81E-05
Guthrie, S. Brett#KY#2#REP#2008#158936#0.525729785
Boswell, David E.#KY#2#DEM#2008#143379#0.474270215
Yarmuth, John#KY#3#DEM#2008#203843#0.593654076
Northup, Anne M.#KY#3#REP#2008#139527#0.406345924
Davis, Geoff#KY#4#REP#2008#190210#0.630337455
Kelley, Michael#KY#4#DEM#2008#111549#0.369662545
"""Rogers, Harold """"Hal"""""""#KY#5#REP#2008#177024#0.841096984
Holbert, Jim#KY#5#IND#2008#33444#0.158903016
Chandler, Ben#KY#6#DEM#2008#203764#0.646578368
Larson, Jon#KY#6#REP#2008#111378#0.353421632
"""Scalise,""""Steve"""""""#LA#1#REP#2008#189168#0.656817369
"""Harlan,""""Jim"""""""#LA#1#DEM#2008#98839#0.343182631
"""Cao, Anh """"Joseph"""""""#LA#2#REP#2008#33132#0.495379923
Jefferson, William J.#LA#2#DEM#2008#31318#0.468257528
Rahim, Malik#LA#2#GRE#2008#1883#0.028154062
Kahn, Gregory W.#LA#2#LIB#2008#549#0.008208487
"""Melancon,""""Charlie"""""""#LA#3#DEM#2008#1#1
Fleming, John#LA#4#REP#2008#44501#0.480717712
Carmouche, Paul J.#LA#4#DEM#2008#44151#0.476936871
"""Kelley, Chester T. """"Catfish"""""""#LA#4#NON#2008#3245#0.035053796
Bowen, Gerard J.#LA#4#OTHER#2008#675#0.007291622
Alexander, Rodney#LA#5#REP#2008#1#1
"""Cassidy, William """"Bill"""""""#LA#6#REP#2008#150332#0.481191744
"""Cazayoux,""""Don"""""""#LA#6#DEM#2008#125886#0.402943511
Jackson, Michael#LA#6#NON#2008#36198#0.115864744
Boustany, Charles W., Jr.#LA#7#REP#2008#177173#0.618839046
"""Cravins, Donald """"Don,"""" Jr."""#LA#7#DEM#2008#98280#0.343277483
Vidrine, Peter#LA#7#OTHER#2008#10846#0.037883471
Pingree, Chellie#ME#1#DEM#2008#205629#0.548989612
Summers, Charles E.#ME#1#REP#2008#168930#0.451010388
Michaud, Michael H.#ME#2#DEM#2008#226274#0.674353732
Frary, John N.#ME#2#REP#2008#109268#0.325646268
Kratovil, Frank M., Jr.#MD#1#DEM#2008#177065#0.491641006
Harris, Andy#MD#1#REP#2008#174213#0.483722105
Davis, Richard James#MD#1#LIB#2008#8873#0.024636888
Ruppersberger, C. A. Dutch#MD#2#DEM#2008#198578#0.719681073
Matthews, Richard Pryce#MD#2#REP#2008#68561#0.248476941
Gaztanaga, Lorenzo#MD#2#LIB#2008#8786#0.031841986
Sarbanes, John P.#MD#3#DEM#2008#203711#0.698400998
"""Harris, Thomas E. """"Pinkston"""""""#MD#3#REP#2008#87971#0.301599002
Edwards, Donna#MD#4#DEM#2008#258704#0.859544551
James, Peter#MD#4#REP#2008#38739#0.128710404
Broadus, Robert#MD#4#OTHER#2008#48#0.00015948
Lincecum, Thibeaux#MD#4#LIB#2008#3384#0.011243347
Schulin, Steve#MD#4#WRI#2008#75#0.000249188
Jackson, Darryn O'Shea, Sr.#MD#4#WRI#2008#28#9.30E-05
Hoyer, Steny H.#MD#5#DEM#2008#253854#0.737274697
Bailey, Collins#MD#5#REP#2008#82631#0.239987337
Nicholas, Darlene H.#MD#5#LIB#2008#7829#0.022737966
Bartlett, Roscoe#MD#6#REP#2008#190926#0.578225462
Dougherty, Jennifer P.#MD#6#DEM#2008#128207#0.388278976
Hoover, Gary W., Sr.#MD#6#LIB#2008#11060#0.033495562
Cummings, Elijah#MD#7#DEM#2008#227379#0.795696404
Smith, Charles U.#MD#7#OTHER#2008#8#2.80E-05
Hargadon, Michael T.#MD#7#REP#2008#53147#0.185984092
Bly, Ray#MD#7#OTHER#2008#13#4.55E-05
Owens-Bey, Ronald M.#MD#7#LIB#2008#5214#0.018246017
Van Hollen, Chris#MD#8#DEM#2008#229740#0.751528474
Vollmer, Deborah A.#MD#8#OTHER#2008#188#0.000614988
Young, Lih#MD#8#OTHER#2008#28#9.16E-05
Hudson, Steve#MD#8#REP#2008#66351#0.217048254
Clark, Gordon#MD#8#GRE#2008#6828#0.022335842
Thomas, Ian#MD#8#LIB#2008#2562#0.008380848
Olver, John W.#MA#1#DEM#2008#215696#0.729286625
Bech, Nathan A.#MA#1#REP#2008#80067#0.270713375
Neal, Richard E.#MA#2#DEM#2008#234369#1
McGovern, James P.#MA#3#DEM#2008#227619#1
Frank, Barney#MA#4#DEM#2008#203032#0.680285876
Sholley, Earl H.#MA#4#REP#2008#75571#0.253210745
Allen, Susan#MA#4#IND#2008#19848#0.066503379
Tsongas, Nicola S.#MA#5#DEM#2008#225947#1
Tierney, John F.#MA#6#DEM#2008#226216#0.704588848
Baker, Richard A.#MA#6#REP#2008#94845#0.295411152
Markey, Edward J.#MA#7#DEM#2008#212304#0.757465695
Cunningham, John#MA#7#REP#2008#67978#0.242534305
Capuano, Michael E.#MA#8#DEM#2008#185530#1
Lynch, Stephen F.#MA#9#DEM#2008#242166#1
Delahunt, William D.#MA#10#DEM#2008#272899#1
Stupak, Bart#MI#1#DEM#2008#213216#0.650373967
Casperson, Tom#MI#1#REP#2008#107340#0.327419807
Hooper, Don#MI#1#OTHER#2008#8#2.44E-05
Treacy, Jean#MI#1#GRE#2008#2669#0.008141266
Grow, Daniel W.#MI#1#LIB#2008#2533#0.007726424
Warren, Joshua J.#MI#1#OTHER#2008#2070#0.006314133
Hoekstra, Peter#MI#2#REP#2008#214100#0.623636432
Johnson, Fred#MI#2#DEM#2008#119506#0.348100399
Johnson, Dan#MI#2#LIB#2008#5496#0.016008902
Graeser, Ronald E.#MI#2#OTHER#2008#4200#0.012233877
Bailey, William#MI#2#WRI#2008#7#2.04E-05
Ehlers, Vernon J.#MI#3#REP#2008#203799#0.611058474
Sanchez, Henry#MI#3#DEM#2008#117961#0.353687057
Haas, Erwin J.#MI#3#LIB#2008#11758#0.035254469
Camp, Dave#MI#4#REP#2008#204259#0.619409638
Concannon, Andrew D.#MI#4#DEM#2008#117665#0.356815783
Emerick, John#MI#4#OTHER#2008#4055#0.012296673
Hren, Allitta#MI#4#LIB#2008#3785#0.011477905
Kildee, Dale E.#MI#5#DEM#2008#221841#0.703598218
Sawicki, Matt#MI#5#REP#2008#85017#0.269642716
Schwartz, Leonard#MI#5#LIB#2008#4293#0.01361582
Mathenia, Ken#MI#5#GRE#2008#4144#0.013143247
Upton, Fred#MI#6#REP#2008#188157#0.58864181
Cooney, Don#MI#6#DEM#2008#123257#0.3856047
Merle, Greg#MI#6#LIB#2008#4720#0.014766335
Pinkney, Edward#MI#6#GRE#2008#3512#0.010987155
Schauer, Mark#MI#7#DEM#2008#157213#0.487805862
Renier, Sharon Marie#MI#7#OTHER#2008#89#0.000276152
Walberg, Tim#MI#7#REP#2008#149781#0.464745599
Meadows, Lynn#MI#7#GRE#2008#9528#0.029563804
Proctor, Ken#MI#7#LIB#2008#5675#0.017608584
Rogers, Mike#MI#8#REP#2008#204408#0.565276668
Alexander, Robert D.#MI#8#DEM#2008#145491#0.40234564
White, Will Tyler#MI#8#LIB#2008#4373#0.012093239
Stuttman, Aaron#MI#8#GRE#2008#3836#0.010608202
Zimmer, George M.#MI#8#OTHER#2008#3499#0.009676251
Peters, Gary#MI#9#DEM#2008#183311#0.520824632
Knollenberg, Joe#MI#9#REP#2008#150035#0.426280603
Kevorkian, Jack#MI#9#NON#2008#8987#0.025533934
Goodman, Adam#MI#9#LIB#2008#4893#0.013902029
Campbell, Douglas#MI#9#GRE#2008#4737#0.013458801
Miller, Candice S.#MI#10#REP#2008#230471#0.663029375
Denison, Robert#MI#10#DEM#2008#108354#0.311717678
Stephenson, Neil Kiernan#MI#10#LIB#2008#4632#0.013325547
Caveny, Candace R.#MI#10#GRE#2008#4146#0.0119274
McCotter, Thaddeus G.#MI#11#REP#2008#177461#0.514108499
Larkin, Joseph W.#MI#11#DEM#2008#156625#0.45374614
Tatar, John J.#MI#11#LIB#2008#6001#0.017385032
Shelley, Erik#MI#11#GRE#2008#5072#0.014693698
Dashairya, Bhagwan#MI#11#WRI#2008#23#6.66E-05
Levin, Sander#MI#12#DEM#2008#225094#0.720660554
Copple, Bert#MI#12#REP#2008#74565#0.238727173
Vico, John#MI#12#LIB#2008#4767#0.015262019
Townsend, Les#MI#12#OTHER#2008#4076#0.013049714
Opalicky, William J.#MI#12#GRE#2008#3842#0.01230054
Kilpatrick, Carolyn Cheeks#MI#13#DEM#2008#167481#0.741322226
Gubics, Edward J.#MI#13#REP#2008#43098#0.190764954
Corsetti, George L.#MI#13#GRE#2008#9579#0.042399589
Creswell, Gregory#MI#13#LIB#2008#5764#0.02551323
Conyers, John, Jr.#MI#14#DEM#2008#227841#0.923974403
Secula, Richard J.#MI#14#LIB#2008#10732#0.043521988
Shabazz, Clyde K.#MI#14#GRE#2008#8015#0.032503609
Dingell, John D.#MI#15#DEM#2008#231784#0.707031453
Lynch, John J.#MI#15#REP#2008#81802#0.249527952
Smith, Aimee#MI#15#GRE#2008#7082#0.021602858
Stempfle, Gregory Scott#MI#15#LIB#2008#4002#0.012207658
Wagner, James H.#MI#15#OTHER#2008#3157#0.009630079
Walz, Tim#MN#1#OTHER#2008#207753#0.625554786
Davis, Brian J.#MN#1#REP#2008#109453#0.329568516
Mikkelson, Gregory#MN#1#OTHER#2008#14904#0.044876697
Kline, John#MN#2#REP#2008#220924#0.573740648
Sarvi, Steve#MN#2#OTHER#2008#164093#0.426150278
Masrud, Kevin#MN#2#WRI#2008#41#0.000106477
Walor, Curt#MN#2#WRI#2008#1#2.60E-06
Paulsen, Erik#MN#3#REP#2008#178932#0.485307759
Madia, Ashwin#MN#3#OTHER#2008#150787#0.40897157
Dillon, David#MN#3#OTHER#2008#38970#0.105696261
Swarm, Harley, Jr.#MN#3#WRI#2008#9#2.44E-05
McCollum, Betty#MN#4#OTHER#2008#216267#0.686117562
Matthews, Ed#MN#4#REP#2008#98936#0.313879265
Garlan, Amber#MN#4#WRI#2008#1#3.17E-06
Ellison, Keith#MN#5#OTHER#2008#228776#0.710233023
Davis White, Barb#MN#5#REP#2008#71020#0.220480948
McGaughey, Bill#MN#5#OTHER#2008#22318#0.069286029
Bachmann, Michele#MN#6#REP#2008#187817#0.464587672
Immelman, Aubrey#MN#6#OTHER#2008#20#4.95E-05
Tinklenberg, El#MN#6#OTHER#2008#175786#0.434827564
Anderson, Bob#MN#6#OTHER#2008#40643#0.100535291
Peterson, Collin C.#MN#7#OTHER#2008#227187#0.722952181
Menze, Glen#MN#7#REP#2008#87062#0.277047819
Oberstar, James L.#MN#8#OTHER#2008#241831#0.677963678
Cummins, Michael#MN#8#REP#2008#114871#0.322036322
Childers, Travis W.#MS#1#DEM#2008#185959#0.544712923
Davis, Greg#MS#1#REP#2008#149818#0.438848352
Pang, Wally#MS#1#IND#2008#3736#0.010943528
Wages, John M., Jr.#MS#1#GRE#2008#1876#0.005495198
Thompson, Bennie G.#MS#2#DEM#2008#201606#0.690502449
Cook, Richard#MS#2#REP#2008#90364#0.309497551
Harper, Gregg#MS#3#REP#2008#213171#0.625375144
Gill, Joel L.#MS#3#DEM#2008#127698#0.374624856
Taylor, Gene#MS#4#DEM#2008#216542#0.74536261
McCay, John, III#MS#4#REP#2008#73977#0.25463739
Clay, Wm. Lacy#MO#1#DEM#2008#242570#0.868585956
Cunningham, Robb E.#MO#1#LIB#2008#36700#0.131414044
Akin, Todd#MO#2#REP#2008#232276#0.622758922
Haas, William C. (Bill)#MO#2#DEM#2008#132068#0.35408964
Knapp, Thomas L.#MO#2#LIB#2008#8628#0.02313267
Johnson, Damien#MO#2#WRI#2008#7#1.88E-05
Carnahan, Russ#MO#3#DEM#2008#202470#0.663681569
Sander, Chris#MO#3#REP#2008#92759#0.304057088
Babcock, Kevin C.#MO#3#LIB#2008#5518#0.018087593
Redburn, Cynthia (Cindy)#MO#3#OTHER#2008#4324#0.01417375
Skelton, Ike#MO#4#DEM#2008#200009#0.659105963
Parnell, Jeff#MO#4#REP#2008#103446#0.340894037
Cleaver, Emanuel, II#MO#5#DEM#2008#197249#0.643731541
Turk, Jacob#MO#5#REP#2008#109166#0.356268459
Graves, Sam#MO#6#REP#2008#196526#0.594274552
Barnes, Kay#MO#6#DEM#2008#121894#0.368595006
Browning, Dave#MO#6#LIB#2008#12279#0.037130442
Blunt, Roy#MO#7#REP#2008#219016#0.677623356
Monroe, Richard#MO#7#DEM#2008#91010#0.281579892
Craig, Kevin#MO#7#LIB#2008#6971#0.021567887
Maddox, Travis#MO#7#OTHER#2008#6166#0.019077262
Potts, Midge#MO#7#WRI#2008#49#0.000151603
Allen, Joe#MO#8#DEM#2008#72790#0.26156356
Emerson, Jo Ann#MO#8#REP#2008#198798#0.714360662
McCullough, Branden C.#MO#8#LIB#2008#4443#0.015965475
Smith, Richard L.#MO#8#OTHER#2008#2257#0.008110303
Luetkemeyer, Blaine#MO#9#REP#2008#161031#0.499948773
Baker, Judy#MO#9#DEM#2008#152956#0.47487853
Millay, Tamara A.#MO#9#LIB#2008#8108#0.025172697
Rehberg, Denny#MT#0#REP#2008#308470#0.641443127
Driscoll, John#MT#0#DEM#2008#155930#0.324246205
Fellows, Mike#MT#0#LIB#2008#16500#0.034310667
Fortenberry, Jeff#NE#1#REP#2008#184923#0.703610836
Yashirin, Max#NE#1#DEM#2008#77897#0.296389164
Terry, Lee#NE#2#REP#2008#142473#0.519265674
Esch, Jim#NE#2#DEM#2008#131901#0.480734326
Smith, Adrian#NE#3#REP#2008#183117#0.768740239
Stoddard, Jay C.#NE#3#DEM#2008#55087#0.231259761
Berkley, Shelley#NV#1#DEM#2008#154860#0.676474957
Wegner, Kenneth#NV#1#REP#2008#64837#0.283227475
Alexander, Caren#NV#1#OTHER#2008#4697#0.020517906
Duensing, Raymond James, Jr.#NV#1#LIB#2008#4528#0.019779663
Heller, Dean#NV#2#REP#2008#170771#0.518241685
Derby, Jill#NV#2#DEM#2008#136548#0.414384559
Everhart, John#NV#2#OTHER#2008#11179#0.033925103
Morse, Sean Patrick#NV#2#LIB#2008#5740#0.017419277
Bergland, Craig#NV#2#GRE#2008#5282#0.016029376
Titus, Dina#NV#3#DEM#2008#165912#0.474289047
Porter, Jon#NV#3#REP#2008#147940#0.422912879
Reeves, Jeffrey C.#NV#3#IND#2008#14922#0.042657199
Silvestri, Joseph P.#NV#3#LIB#2008#10164#0.029055607
Fitzgibbons, Floyd#NV#3#OTHER#2008#6937#0.019830652
Giaquinta, Bob#NV#3#GRE#2008#3937#0.011254617
Shea-Porter, Carol#NH#1#DEM#2008#176435#0.517597463
Bradley, Jeb#NH#1#REP#2008#156338#0.458640021
Kingsbury, Robert#NH#1#LIB#2008#8100#0.023762516
Hodes, Paul W.#NH#2#DEM#2008#188332#0.564417472
Horn, Jennifer#NH#2#REP#2008#138222#0.414241403
Lapointe, Chester L., II#NH#2#LIB#2008#7121#0.021341125
Andrews, Robert E.#NJ#1#DEM#2008#206453#0.723997657
Glading, Dale M.#NJ#1#REP#2008#74001#0.259509674
Thieke, Matthew#NJ#1#GRE#2008#1927#0.006757681
Chapman, Margaret M.#NJ#1#OTHER#2008#1258#0.004411605
Williams, Everitt M., III#NJ#1#OTHER#2008#1010#0.003541908
Lindsay, Alvin, Jr.#NJ#1#OTHER#2008#508#0.001781475
Lo Biondo, Frank A.#NJ#2#REP#2008#167701#0.59056926
Kurkowski, David#NJ#2#DEM#2008#110990#0.390858028
Grover, Jason M.#NJ#2#GRE#2008#1763#0.006208512
Boyce, Peter F.#NJ#2#OTHER#2008#1551#0.005461941
Stein, Gary#NJ#2#OTHER#2008#1312#0.004620288
Rozzo, Costantino#NJ#2#OTHER#2008#648#0.002281971
Adler, John#NJ#3#DEM#2008#166390#0.520762913
Myers, Chris#NJ#3#REP#2008#153122#0.479237087
Smith, Christopher H.#NJ#4#REP#2008#202972#0.66211495
Zeitz, Joshua M.#NJ#4#DEM#2008#100036#0.32632743
Welzer, Steven#NJ#4#GRE#2008#3543#0.01155762
Garrett, Scott#NJ#5#REP#2008#172653#0.558734915
Shulman , Dennis#NJ#5#DEM#2008#131033#0.42404541
Fanning, Ed#NJ#5#GRE#2008#5321#0.017219675
Pallone, Frank, Jr.#NJ#6#DEM#2008#164077#0.669491629
McLeod, Robert E.#NJ#6#REP#2008#77469#0.316100654
Tarbous, Herb#NJ#6#OTHER#2008#3531#0.014407717
Stender, Linda#NJ#7#DEM#2008#124818#0.422213052
Lance, Leonard#NJ#7#REP#2008#148461#0.502188561
Hsing, Michael P.#NJ#7#OTHER#2008#16419#0.055539394
Greco, Dean#NJ#7#OTHER#2008#3259#0.01102399
Abrams, Thomas D.#NJ#7#OTHER#2008#2671#0.009035003
Pascrell, Bill, Jr.#NJ#8#DEM#2008#159279#0.711111409
Straten, Roland#NJ#8#REP#2008#63107#0.281745288
DeMarco, Derek#NJ#8#LIB#2008#1600#0.007143304
Rothman, Steven R.#NJ#9#DEM#2008#151182#0.67526632
Micco, Vincent#NJ#9#REP#2008#69503#0.310440628
Perrone, Jr., Michael#NJ#9#OTHER#2008#3200#0.014293052
Payne, Donald M.#NJ#10#DEM#2008#169945#0.989242868
Taber, Michael#NJ#10#OTHER#2008#1848#0.010757132
Frelinghuysen, Rodney#NJ#11#REP#2008#189696#0.618442158
Wyka, Tom#NJ#11#DEM#2008#113510#0.370062465
Tedholm, Chandler#NJ#11#OTHER#2008#3526#0.011495377
Holt, Rush#NJ#12#DEM#2008#193732#0.631184554
Bateman , Alan R.#NJ#12#REP#2008#108400#0.353170388
Corsi, David#NJ#12#OTHER#2008#4802#0.015645057
Sires, Albio#NJ#13#DEM#2008#120382#0.753550794
Turula, Joseph#NJ#13#REP#2008#34735#0.217429407
Fernandez, Julio A.#NJ#13#OTHER#2008#3661#0.022916628
Vernotico, Louis#NJ#13#OTHER#2008#975#0.006103172
Heinrich, Martin T.#NM#1#DEM#2008#166271#0.556544471
White, Darren#NM#1#REP#2008#132485#0.443455529
Teague, Harry#NM#2#DEM#2008#129572#0.559580569
Tinsley, Edward R.#NM#2#REP#2008#101980#0.440419431
Lujan, Ben R.#NM#3#DEM#2008#161292#0.56741411
East, Daniel K.#NM#3#REP#2008#86618#0.304716138
Miller, Carol#NM#3#IND#2008#36348#0.127869752
Bishop, Timothy H.#NY#1#OTHER#2008#162083#0.583813592
Zeldin, Lee M.#NY#1#OTHER#2008#115545#0.416186408
Israel, Steve J.#NY#2#OTHER#2008#161279#0.669429686
Stalzer, Frank J.#NY#2#OTHER#2008#79641#0.330570314
King, Peter T.#NY#3#OTHER#2008#172774#0.639195853
Long, Graham E.#NY#3#OTHER#2008#97525#0.360804147
McCarthy, Carolyn#NY#4#OTHER#2008#164028#0.640059312
Martins, Jack M.#NY#4#OTHER#2008#92242#0.359940688
Ackerman, Gary L.#NY#5#OTHER#2008#112724#0.709969579
Berney, Elizabeth#NY#5#REP#2008#43039#0.271072538
Policarpio, Jun#NY#5#OTHER#2008#3010#0.018957883
Meeks, Gregory W.#NY#6#DEM#2008#141180#1
Crowley, Joseph#NY#7#OTHER#2008#118459#0.846522696
Britt, William E., Jr.#NY#7#OTHER#2008#21477#0.153477304
Nadler, Jerrold L.#NY#8#OTHER#2008#160775#0.804530693
Lin, Grace#NY#8#OTHER#2008#39062#0.195469307
Weiner, Anthony D.#NY#9#OTHER#2008#112205#0.930520886
Donohue, Alfred F.#NY#9#OTHER#2008#8378#0.069479114
Towns, Edolphus#NY#10#DEM#2008#155090#0.94190884
Grupico, Salvatore#NY#10#OTHER#2008#9565#0.05809116
Clarke, Yvette D.#NY#11#OTHER#2008#168562#0.927576586
Carr, Hugh C.#NY#11#REP#2008#11644#0.064075544
Gore, Cartrell#NY#11#OTHER#2008#1517#0.00834787
Velazquez, Nydia M.#NY#12#OTHER#2008#123053#0.899503659
Romaguera, Allen E.#NY#12#OTHER#2008#13748#0.100496341
McMahon, Michael E.#NY#13#OTHER#2008#114219#0.609473549
Straniere, Robert A.#NY#13#REP#2008#62441#0.333185704
Cochrane, Timothy J.#NY#13#OTHER#2008#5799#0.030943513
Morano, Carmine A.#NY#13#OTHER#2008#4947#0.026397234
Maloney, Carolyn B.#NY#14#OTHER#2008#183239#0.799182669
Heim, Robert G.#NY#14#REP#2008#43385#0.189220309
Matos, Isaiah#NY#14#LIB#2008#2659#0.011597022
Rangel, Charles B.#NY#15#OTHER#2008#177151#0.891657774
Daniels, Edward#NY#15#REP#2008#15676#0.078902333
Schley, Craig#NY#15#OTHER#2008#3708#0.018663553
Koppel, Martin#NY#15#OTHER#2008#2141#0.010776339
Serrano, Jose E.#NY#16#OTHER#2008#127179#0.96591401
Mohamed, Ali#NY#16#OTHER#2008#4488#0.03408599
Engel, Eliot L.#NY#17#OTHER#2008#161594#0.798780036
Goodman, Robert#NY#17#OTHER#2008#40707#0.201219964
Lowey, Nita M.#NY#18#OTHER#2008#174791#0.684678933
Russell, Jim#NY#18#OTHER#2008#80498#0.315321067
Hall, John#NY#19#OTHER#2008#164859#0.586730681
Lalor, Kieran Michael#NY#19#OTHER#2008#116120#0.413269319
Gillibrand, Kirsten E.#NY#20#OTHER#2008#193651#0.62130954
Treadwell, Sandy#NY#20#OTHER#2008#118031#0.37869046
Tonko, Paul D.#NY#21#OTHER#2008#171286#0.620938916
Buhrmaster, James R.#NY#21#OTHER#2008#96599#0.350186696
Steck, Phillip G.#NY#21#OTHER#2008#7965#0.028874388
Hinchey, Maurice D.#NY#22#OTHER#2008#168558#0.6644408
Phillips, George K.#NY#22#OTHER#2008#85126#0.3355592
McHugh, John M.#NY#23#OTHER#2008#143029#0.653398812
Oot, Michael P.#NY#23#OTHER#2008#75871#0.346601188
Arcuri, Michael A.#NY#24#OTHER#2008#130799#0.519705657
Hanna, Richard L.#NY#24#OTHER#2008#120880#0.480294343
Maffei, Daniel B.#NY#25#OTHER#2008#157375#0.548201689
Sweetland, Dale A.#NY#25#OTHER#2008#120217#0.418765131
Hawkins, Howie#NY#25#OTHER#2008#9483#0.033033179
Lee, Christopher J.#NY#26#OTHER#2008#138711#0.513124894
Lee, Christopher J.#NY#26#OTHER#2008#9896#0.036607652
Kryzan, Alice#NY#26#DEM#2008#109615#0.405491888
Powers, Jonathan P.#NY#26#OTHER#2008#12104#0.044775567
Higgins, Brian#NY#27#OTHER#2008#185713#0.744206456
Humiston, Daniel J.#NY#27#OTHER#2008#56354#0.225827005
Schroeder, Harold W.#NY#27#OTHER#2008#7478#0.029966539
Slaughter, Louise M.#NY#28#OTHER#2008#172655#0.780026655
Crimmen, David W.#NY#28#OTHER#2008#48690#0.219973345
Massa, Eric J. J.#NY#29#OTHER#2008#140529#0.509665322
Kuhl, John Randy, Jr.#NY#29#OTHER#2008#135199#0.490334678
Butterfield, G.K.#NC#1#DEM#2008#192765#0.702826766
Stephens, Dean#NC#1#REP#2008#81506#0.297173234
Etheridge, Bob#NC#2#DEM#2008#199730#0.669269175
Mansell, Dan#NC#2#REP#2008#93323#0.312713199
Adkins, Will#NC#2#LIB#2008#5377#0.018017626
Jones, Walter B.#NC#3#REP#2008#201686#0.658996896
Weber, Craig#NC#3#DEM#2008#104364#0.341003104
Price, David#NC#4#DEM#2008#265751#0.633195774
Lawson, William (B.J.)#NC#4#REP#2008#153947#0.366804226
Foxx, Virginia#NC#5#REP#2008#190820#0.583684843
Carter, Roy#NC#5#DEM#2008#136103#0.416315157
Coble, Howard#NC#6#REP#2008#221018#0.669972809
Bratton, Teresa Sue#NC#6#DEM#2008#108873#0.330027191
McIntyre, Mike#NC#7#DEM#2008#215383#0.688443528
Breazeale, Will#NC#7#REP#2008#97472#0.311556472
Kissell, Larry#NC#8#DEM#2008#157185#0.553821273
Hayes, Robert C. (Robin)#NC#8#REP#2008#126634#0.446178727
Myrick, Sue#NC#9#REP#2008#241053#0.623709193
Taylor, Harry#NC#9#DEM#2008#138719#0.358926525
Grum, Andy#NC#9#LIB#2008#6711#0.017364283
McHenry, Patrick#NC#10#REP#2008#171774#0.575509343
Johnson, Daniel#NC#10#DEM#2008#126699#0.424490657
Shuler, Heath#NC#11#DEM#2008#211112#0.619612815
Mumpower, Carl#NC#11#REP#2008#122087#0.358324822
Smith, Keith#NC#11#LIB#2008#7517#0.022062363
Watt, Mel#NC#12#DEM#2008#215908#0.71558587
Cobb, Ty, Jr.#NC#12#REP#2008#85814#0.28441413
Miller, Brad#NC#13#DEM#2008#221379#0.659333099
Webster, Hugh#NC#13#REP#2008#114383#0.340666901
Pomeroy, Earl#ND#0#OTHER#2008#194577#0.619741054
Sand, Duane#ND#0#REP#2008#119388#0.380258946
Driehaus, Steve#OH#1#DEM#2008#155455#0.524671774
Chabot, Steve#OH#1#REP#2008#140683#0.474815215
Wilson, Eric#OH#1#WRI#2008#85#0.000286881
Stevenson, Rich#OH#1#WRI#2008#67#0.00022613
Schmidt, Jean#OH#2#REP#2008#148671#0.448311944
Wulsin, Victoria#OH#2#DEM#2008#124213#0.374559742
Krikorian, David H.#OH#2#IND#2008#58710#0.17703785
Condit, James, Jr.#OH#2#WRI#2008#30#9.05E-05
Turner, Michael R.#OH#3#REP#2008#200204#0.633196281
Mitakides, Jane#OH#3#DEM#2008#115976#0.366803719
Jordan, James D.#OH#4#REP#2008#186154#0.651678785
Carroll, Mike#OH#4#DEM#2008#99499#0.348321215
Latta, Bob#OH#5#REP#2008#188905#0.640909939
Mays, George F.#OH#5#DEM#2008#105840#0.359090061
Wilson, Charlie#OH#6#DEM#2008#176330#0.622832115
Stobbs, Richard D.#OH#6#REP#2008#92968#0.328381195
Spisak, Dennis#OH#6#GRE#2008#13812#0.048786691
Austria, Steve#OH#7#REP#2008#174915#0.582153484
Neuhardt, Sharon Swartz#OH#7#DEM#2008#125547#0.417846516
Boehner, John A.#OH#8#REP#2008#202063#0.679036741
Von Stein, Nicholas A.#OH#8#DEM#2008#95510#0.320963259
Kaptur, Marcy#OH#9#DEM#2008#222054#0.743735054
Leavitt, Bradley S.#OH#9#REP#2008#76512#0.256264946
Kucinich, Dennis J.#OH#10#DEM#2008#157268#0.570206193
Trakas, Jim#OH#10#REP#2008#107918#0.391278022
Conroy, Paul#OH#10#LIB#2008#10623#0.038515784
Fudge, Marcia L.#OH#11#DEM#2008#212667#0.852229284
Pekarek, Thomas#OH#11#REP#2008#36708#0.14710149
Willis, Craig E.#OH#11#WRI#2008#144#0.000577057
Johnson, Eric#OH#11#WRI#2008#23#9.22E-05
Tiberi, Pat#OH#12#REP#2008#197447#0.547873403
Robinson, David#OH#12#DEM#2008#152234#0.422416951
Linnabary, Steven R.#OH#12#LIB#2008#10707#0.029709646
Sutton, Betty#OH#13#DEM#2008#192593#0.646979979
Potter, David S.#OH#13#REP#2008#105050#0.352895727
Crow, Robert#OH#13#WRI#2008#37#0.000124295
LaTourette, Steven C.#OH#14#REP#2008#188488#0.583169613
O'Neill, Bill#OH#14#DEM#2008#125214#0.387403972
Macko, David#OH#14#LIB#2008#9511#0.029426415
Kilroy, Mary Jo#OH#15#DEM#2008#139584#0.459402708
Stivers, Steve#OH#15#REP#2008#137272#0.45179339
Noble, Mark Michael#OH#15#LIB#2008#14061#0.046277951
Eckhart, Don Elijah#OH#15#IND#2008#12915#0.042506204
Casper, Travis#OH#15#WRI#2008#6#1.97E-05
Boccieri, John A.#OH#16#DEM#2008#169044#0.553630906
Schuring, Kirk#OH#16#REP#2008#136293#0.446369094
Ryan, Tim#OH#17#DEM#2008#218896#0.781458845
Grassell, Duane V.#OH#17#REP#2008#61216#0.218541155
