Bonner, Jo#AL#1#REP#2006#112944#
Waikar, Alaka#IL#11#WRI#2006#1#[0.5509511968300178, 0.4490437489891638, 5.054180818372958e-06]
Costello, Jerry F.#IL#12#DEM#2006#157802#
Siglar, W. K.#IL#12#WRI#2006#7#[0.9999556425805879, 4.435741941207409e-05]
Biggert, Judy#IL#13#REP#2006#119720#
Shannon, Joseph#IL#13#DEM#2006#85507#
Mastrogiovanni, Mark Alan#IL#13#WRI#2006#7#[0.5833341454145025, 0.4166317471763938, 3.4107409103754735e-05]
Hastert, J. Dennis#IL#14#REP#2006#117870#
"""""""""""""""Laesch, Jonathan """"""""""""""""John"""""""""""""""""""""""""""""""#IL#14#DEM#2006#79274#[0.597887838331372, 0.402112161668628]
Johnson, Timothy V.#IL#15#REP#2006#116810#
Gill, David#IL#15#DEM#2006#86025#[0.5758868045455666, 0.42411319545443343]
Manzullo, Donald A.#IL#16#REP#2006#125951#
Auman, Richard D.#IL#16#DEM#2006#63627#
Borling, General John#IL#16#WRI#2006#8523#[0.6357918435545504, 0.32118464823499127, 0.0430235082104583]
Hare, Phil#IL#17#DEM#2006#115025#
Zinga, Andrea#IL#17#REP#2006#86161#[0.5717346137405187, 0.4282653862594813]
LaHood, Ray#IL#18#REP#2006#150194#
Waterworth, Steve#IL#18#DEM#2006#73052#[0.6727735323365256, 0.32722646766347435]
Shimkus, John M.#IL#19#REP#2006#143491#
Stover, Danny L.#IL#19#DEM#2006#92861#[0.6071071960465746, 0.3928928039534254]
Visclosky, Peter J.#IN#1#DEM#2006#104195#
Leyva, Mark J.#IN#1#REP#2006#40146#
Barman, Charles#IN#1#IND#2006#5266#[0.6964580534333287, 0.2683430588140929, 0.03519888775257842]
Donnelly, Joe#IN#2#DEM#2006#103561#
Chocola, J. Christopher#IN#2#REP#2006#88300#[0.5397709800324193, 0.4602290199675807]
Souder, Mark E.#IN#3#REP#2006#95421#
Hayhurst, Thomas E.#IN#3#DEM#2006#80357#[0.5428495033508175, 0.4571504966491825]
Buyer, Steve#IN#4#REP#2006#111057#
Sanders , David Avram#IN#4#DEM#2006#66986#[0.6237650455227108, 0.3762349544772892]
Carr, Katherine Fox#IN#5#DEM#2006#64362#
Burton, Dan#IN#5#REP#2006#133118#
Sharlow, Sheri Conover#IN#5#LIB#2006#7431#
Miller, John#IN#5#OTHER#2006#18#[0.3140697509869272, 0.649581074420897, 0.03626133929312103, 8.783529905479459e-05]
Pence, Mike#IN#6#REP#2006#115266#
Welsh, Barry A.#IN#6#DEM#2006#76812#[0.6000999593914972, 0.3999000406085028]
Carson, Julia M.#IN#7#DEM#2006#74750#
Dickerson, Eric#IN#7#REP#2006#64304#[0.5375609475455578, 0.46243905245444217]
Ellsworth, Brad#IN#8#DEM#2006#131019#
Hostettler, John N.#IN#8#REP#2006#83704#[0.6101768324771916, 0.38982316752280843]
Hill, Baron P.#IN#9#DEM#2006#110454#
Sodrel, Michael E.#IN#9#REP#2006#100469#
Mantooth, Donald W.#IN#9#OTHER#2006#33#
Schansberg, D. Eric#IN#9#LIB#2006#9893#[0.5001335754293658, 0.4549216885745464, 0.00014942336166339897, 0.044795312634424427]
Braley, Bruce#IA#1#DEM#2006#114322#
Whalen, Mike#IA#1#REP#2006#89729#
Hill, James F.#IA#1#OTHER#2006#2201#
Schoeman, Albert W.#IA#1#OTHER#2006#1226#[0.5510078176963341, 0.43247476840918075, 0.010608353656773248, 0.00590906023771195]
Loebsack, David#IA#2#OTHER#2006#107683#
Leach, James A.#IA#2#REP#2006#101707#[0.5142700224461532, 0.4857299775538469]
Boswell, Leonard L.#IA#3#DEM#2006#115769#
Lamberti, Jeff#IA#3#REP#2006#103722#
Meyers, Helen#IA#3#OTHER#2006#3591#[0.5189526721116002, 0.4649501080320241, 0.01609721985637568]
Latham, Tom#IA#4#REP#2006#121650#
Spencer, Selden E.#IA#4#DEM#2006#90982#[0.5721152037322699, 0.4278847962677302]
King, Steve#IA#5#REP#2006#105580#
Schulte, Joyce#IA#5#DEM#2006#64181#
Nielsen, Roy#IA#5#OTHER#2006#8159#
Brodersen, Cheryl L.#IA#5#OTHER#2006#2479#[0.5852582331387646, 0.3557724821091026, 0.045227523434165376, 0.013741761317967394]
Moran, Jerry#KS#1#REP#2006#156728#
Doll, John#KS#1#DEM#2006#39781#
Cain, Sylvester#KS#1#OTHER#2006#2869#[0.7860847234900541, 0.19952552438082435, 0.014389752129121568]
Boyda, Nancy#KS#2#DEM#2006#114139#
Ryun, Jim#KS#2#REP#2006#106329#
Tucker, Roger D.#KS#2#OTHER#2006#5094#[0.5060205176403827, 0.4713958911518784, 0.022583591207738892]
Moore, Dennis#KS#3#DEM#2006#153105#
Ahner, Chuck#KS#3#REP#2006#79824#
Conroy, Robert A.#KS#3#OTHER#2006#4051#[0.6460671786648662, 0.3368385517765212, 0.01709426955861254]
Tiahrt, Todd#KS#4#REP#2006#116386#
McGinn, Garth J.#KS#4#DEM#2006#62166#
Holt, Joy R.#KS#4#OTHER#2006#4655#[0.6352704863897122, 0.3393210958096579, 0.025408417800629888]
Whitfield, Ed#KY#1#REP#2006#123618#
Barlow, Tom#KY#1#DEM#2006#83865#[0.5957982099738292, 0.4042017900261708]
Lewis, Ron#KY#2#REP#2006#118548#
Weaver, Mike#KY#2#DEM#2006#95415#[0.5540584119684244, 0.4459415880315756]
Yarmuth, John#KY#3#DEM#2006#122489#
Northup, Anne M.#KY#3#REP#2006#116568#
Mancini, Donna Walker#KY#3#LIB#2006#2134#
Parker, W. Ed#KY#3#OTHER#2006#774#[0.5062261070816028, 0.4817556258136507, 0.00881945735953547, 0.003198809745211084]
Davis, Geoff#KY#4#REP#2006#105845#
Lucas, Ken#KY#4#DEM#2006#88822#
Houillion, Brian#KY#4#LIB#2006#10100#[0.516904579351165, 0.4337710666269467, 0.04932435402188829]
"""""""""""""""Rogers, Harold """"""""""""""""Hal"""""""""""""""""""""""""""""""#KY#5#REP#2006#147201#
Stepp, Kenneth#KY#5#DEM#2006#52367#[0.7375982121382185, 0.2624017878617814]
Chandler, Ben#KY#6#DEM#2006#158765#
Ard, Paul#KY#6#LIB#2006#27015#[0.8545860695446227, 0.14541393045537732]
"""""""""""""""Jindal,""""""""""""""""Bobby"""""""""""""""""""""""""""""""#LA#1#REP#2006#130508#
Gereighty, David#LA#1#DEM#2006#10919#
Tallitsch, Stacey#LA#1#DEM#2006#5025#
Beary, Peter#LA#1#LIB#2006#1676#[0.881048822639879, 0.07371327500540073, 0.03392336357744653, 0.01131453877727371]
Jefferson, William J.#LA#2#DEM#2006#28283#
Carter, Karen#LA#2#DEM#2006#20364#
Shepherd, Derrick#LA#2#DEM#2006#16799#
"""""""""""""""Lavigne, Joseph """"""""""""""""Joe"""""""""""""""""""""""""""""""#LA#2#REP#2006#12511#
"""""""""""""""Carter, Troy """"""""""""""""C"""""""""""""""""""""""""""""""#LA#2#DEM#2006#11304#
Bradley, Eric T.#LA#2#REP#2006#1159#
Bartholomew, Regina#LA#2#DEM#2006#1125#
Edwards, John#LA#2#DEM#2006#675#
Barron, Scott#LA#2#DEM#2006#621#
"""""""""""""""Kahn, Gregory W. """"""""""""""""Rhumbline"""""""""""""""""""""""""""""""#LA#2#LIB#2006#404#
"""""""""""""""Mendoza, M.V. """"""""""""""""Vinny"""""""""""""""""""""""""""""""#LA#2#DEM#2006#402#
"""""""""""""""von Uhde, Lawrence William """"""""""""""""Lance,"""""""""""""""" III"""""""""""""""#LA#2#REP#2006#258#
"""""""""""""""Collins, Deven """"""""""""""""D.C."""""""""""""""""""""""""""""""#LA#2#DEM#2006#121#[0.3007997787845915, 0.2165783932103886, 0.1786633484355391, 0.1330589411439389, 0.12022206623699827, 0.01232637781039287, 0.011964775700338205, 0.007178865420202922, 0.006604556186586689, 0.004296683895943675, 0.004275413183587518, 0.0027439218939442284, 0.0012868780975474868]
"""""""""""""""Melancon,""""""""""""""""Charlie"""""""""""""""""""""""""""""""#LA#3#DEM#2006#75023#
Romero, Craig#LA#3#REP#2006#54950#
"""""""""""""""Breech, Olangee """"""""""""""""OJ"""""""""""""""""""""""""""""""#LA#3#DEM#2006#4190#
Blake, James Lee, Jr.#LA#3#LIB#2006#2168#[0.5503003718890055, 0.40306313310985764, 0.030734022342680682, 0.015902472658456256]
"""""""""""""""McCrery,""""""""""""""""Jim"""""""""""""""""""""""""""""""#LA#4#REP#2006#77078#
Cash, Artis R., Sr.#LA#4#DEM#2006#22757#
Cox, Patti#LA#4#DEM#2006#17788#
Kelley, Chester T.#LA#4#REP#2006#16649#[0.5740437321258341, 0.16948433031458532, 0.13247735938989513, 0.12399457816968541]
Alexander, Rodney#LA#5#REP#2006#78211#
Hearn, Gloria Williams#LA#5#DEM#2006#33233#
Sanders, Brent#LA#5#LIB#2006#1876#
Watts, John#LA#5#OTHER#2006#1262#[0.6825766699830689, 0.2900368295194708, 0.01637255415335742, 0.011013946344102913]
Baker, Richard H.#LA#6#REP#2006#94658#
Fontanesi, Richard M.#LA#6#LIB#2006#19648#[0.8281105103844068, 0.17188948961559322]
Boustany, Charles W., Jr.#LA#7#REP#2006#113720#
Stagg, Mike#LA#7#DEM#2006#47133#[0.7069809080340435, 0.2930190919659565]
Allen, Thomas H.#ME#1#DEM#2006#170949#
Curley, Darlene J.#ME#1#REP#2006#88009#
Kamilewicz, Dexter J.#ME#1#OTHER#2006#22029#[0.6083875766494535, 0.31321377857338595, 0.0783986447771605]
Michaud, Michael H.#ME#2#DEM#2006#179732#
D'Amboise, Laurence S.#ME#2#REP#2006#75146#[0.7051687474007172, 0.2948312525992828]
Gilchrest, Wayne T.#MD#1#REP#2006#185177#
Corwin, Jim#MD#1#DEM#2006#83738#[0.6886079244370897, 0.3113920755629102]
Ruppersberger, C. A. Dutch#MD#2#DEM#2006#135818#
Mathis, Jimmy#MD#2#REP#2006#60195#[0.692903021738354, 0.3070969782616459]
Sarbanes, John P.#MD#3#DEM#2006#150142#
White, John#MD#3#REP#2006#79174#
McPeek, Charles Curtis, Sr.#MD#3#LIB#2006#4941#[0.6409285528287308, 0.33797922794196117, 0.02109221922930798]
Wynn, Albert R.#MD#4#DEM#2006#141897#
Starkman, Michael Moshe#MD#4#REP#2006#32792#[0.812283543898013, 0.18771645610198695]
Hoyer, Steny H.#MD#5#DEM#2006#168114#
Warner, Steve#MD#5#GRE#2006#33464#
Kuhnert, Peter#MD#5#WRI#2006#635#[0.8313708811995272, 0.16548886570101823, 0.0031402530994545357]
Bartlett, Roscoe G.#MD#6#REP#2006#141200#
Duck, Andrew#MD#6#DEM#2006#92030#
Kozak, Robert E.#MD#6#GRE#2006#6095#[0.5899926877676799, 0.38453985166614435, 0.0254674605661757]
Cummings, Elijah#MD#7#DEM#2006#158830#[1.0]
Van Hollen, Chris#MD#8#DEM#2006#168872#
Stein, Jeffrey M.#MD#8#REP#2006#48324#
Giblin, Gerard P.#MD#8#GRE#2006#3298#[0.7658802507097698, 0.2191624261884677, 0.014957323101762406]
Olver, John W.#MA#1#DEM#2006#158057#
Szych, William H.#MA#1#OTHER#2006#48574#[0.7649239465520662, 0.23507605344793375]
Neal, Richard E.#MA#2#DEM#2006#164939#[1.0]
McGovern, James P.#MA#3#DEM#2006#166973#[1.0]
Frank, Barney#MA#4#DEM#2006#176513#[1.0]
Meehan, Martin T.#MA#5#DEM#2006#159120#[1.0]
Tierney, John F.#MA#6#DEM#2006#168056#
Barton, Richard W.#MA#6#REP#2006#72997#[0.6971744803010126, 0.30282551969898736]
Markey, Edward J.#MA#7#DEM#2006#171902#[1.0]
Capuano, Michael E.#MA#8#DEM#2006#125515#
Garza, Laura#MA#8#OTHER#2006#12449#[0.9097663158505117, 0.09023368414948828]
Lynch, Stephen F.#MA#9#DEM#2006#169420#
Robinson, Jack E.#MA#9#REP#2006#47114#[0.7824175418179131, 0.21758245818208688]
Delahunt, William D.#MA#10#DEM#2006#171812#
Beatty, Jeffrey K.#MA#10#REP#2006#78439#
White, Peter A.#MA#10#IND#2006#16808#[0.6433484735582774, 0.29371412309639444, 0.06293740334532819]
Stupak, Bart#MI#1#DEM#2006#180448#
Hooper, Don#MI#1#REP#2006#72753#
Warren, Joshua J.#MI#1#OTHER#2006#2278#
Newland, David J.#MI#1#GRE#2006#2252#
Proctor, Ken#MI#1#LIB#2006#2196#[0.694225686442732, 0.27989781746413417, 0.008763999122830641, 0.008663971038022213, 0.008448525932280987]
Hoekstra, Peter#MI#2#REP#2006#183006#
Kotos, Kimon#MI#2#DEM#2006#86950#
Graeser, Ronald E.#MI#2#OTHER#2006#2720#
Van Til, Steven#MI#2#LIB#2006#2718#[0.664524281574762, 0.3157294639679877, 0.00987675838979789, 0.00986949606745245]
Ehlers, Vernon J.#MI#3#REP#2006#171212#
Rinck, James R.#MI#3#DEM#2006#93846#
Steinport, Jeff A.#MI#3#LIB#2006#3702#
Gurk, Rodger#MI#3#GRE#2006#2592#[0.63095904950028, 0.3458459860255314, 0.013642796072997435, 0.009552168401191073]
Camp, Dave#MI#4#REP#2006#160041#
Huckleberry, Mike#MI#4#DEM#2006#100260#
Emerick, John#MI#4#OTHER#2006#2003#
Hren, Allitta#MI#4#LIB#2006#1941#[0.6056538439705577, 0.37942061344585515, 0.007580086661999281, 0.00734545592158792]
Kildee, Dale E.#MI#5#DEM#2006#176171#
Klammer, Eric J.#MI#5#REP#2006#60967#
Mathenia, Ken#MI#5#GRE#2006#2294#
Samoranski, Steve, II#MI#5#LIB#2006#2259#[0.7289100545738153, 0.25225184222829977, 0.009491458101460128, 0.009346645096424773]
Upton, Fred#MI#6#REP#2006#142125#
Clark, Kim#MI#6#DEM#2006#88978#
Howe, Kenneth E.#MI#6#LIB#2006#3480#[0.6058623173887281, 0.3793028480324661, 0.014834834578805797]
Walberg, Tim#MI#7#REP#2006#122348#
Renier, Sharon Marie#MI#7#DEM#2006#112665#
Hutchinson, Robert L.#MI#7#LIB#2006#3788#
Horn, David#MI#7#OTHER#2006#3611#
Schwarz, Joe#MI#7#WRI#2006#2614#[0.49932660207488183, 0.4598083468693118, 0.015459583880894273, 0.014737211561222074, 0.010668255613689975]
Rogers, Mike#MI#8#REP#2006#157237#
Marcinkowski, Jim#MI#8#DEM#2006#122107#
Gach, Dick#MI#8#LIB#2006#2765#
Stuttman, Aaron#MI#8#GRE#2006#2362#[0.5527347251565186, 0.42924234807765993, 0.009719795690949166, 0.008303131074872306]
Knollenberg, Joe#MI#9#REP#2006#142390#
Skinner, Nancy#MI#9#DEM#2006#127620#
Goodman, Adam#MI#9#LIB#2006#3702#
Abel, Matthew R.#MI#9#GRE#2006#2468#[0.5155695560866101, 0.4620899413426027, 0.0134043015424723, 0.008936201028314867]
Miller, Candice S.#MI#10#REP#2006#179072#
Denison, Robert#MI#10#DEM#2006#84689#
Byrne, Mark#MI#10#LIB#2006#2875#
Caveny, Candace Ruth#MI#10#GRE#2006#1897#
Gualdoni, Richard F.#MI#10#OTHER#2006#1888#[0.6621970926814116, 0.3131746425018767, 0.01063157077297991, 0.007014987741336656, 0.006981706302395154]
McCotter, Thaddeus G.#MI#11#REP#2006#143658#
Trupiano, Tony#MI#11#DEM#2006#114248#
Tatar, John T.#MI#11#LIB#2006#4340#
Tackett, Charles E.#MI#11#OTHER#2006#3538#[0.5405065767691057, 0.42985281281040244, 0.01632904915269542, 0.013311561267796406]
Levin, Sander#MI#12#DEM#2006#168494#
Shafer, Randell J.#MI#12#REP#2006#62689#
Lecureaux, Andy#MI#12#LIB#2006#3259#
Townsend, Les#MI#12#OTHER#2006#2076#
White, Jerome S.#MI#12#NON#2006#1862#
Myatt, Art#MI#12#GRE#2006#1735#[0.7017220914978239, 0.26107906628074046, 0.013572663098931763, 0.008645857193428148, 0.007754617579076692, 0.007225704349998959]
Kilpatrick, Carolyn Cheeks#MI#13#DEM#2006#126308#
Davenport, John#MI#13#WRI#2006#15#[0.9998812567782589, 0.00011874322174109228]
Conyers, John, Jr.#MI#14#DEM#2006#158755#
Miles, Chad#MI#14#REP#2006#27367#[0.8529620356540334, 0.14703796434596664]
Dingell, John D.#MI#15#DEM#2006#181946#
Smith, Aimee#MI#15#GRE#2006#9447#
Stempfle, Gregory#MI#15#LIB#2006#8410#
Czak, Robert F.#MI#15#OTHER#2006#7064#
Fundarski, Mario#MI#15#WRI#2006#1#[0.8795270413983797, 0.04566680201867858, 0.040653943577547036, 0.03414737900496935, 4.834000425392037e-06]
Walz, Tim#MN#1#OTHER#2006#141556#
Gutknecht, Gil#MN#1#REP#2006#126486#
Williams, Stephen#MN#1#WRI#2006#4#[0.5281033852398469, 0.4718816919483969, 1.4922811756191102e-05]
Kline, John#MN#2#REP#2006#163269#
Rowley, Coleen#MN#2#OTHER#2006#116343#
Williams, Douglas#MN#2#OTHER#2006#10802#[0.5621939713650168, 0.40061085209390734, 0.03719517654107584]
Ramstad, Jim#MN#3#REP#2006#184333#
Wilde, Wendy#MN#3#OTHER#2006#99588#[0.6492404577329609, 0.3507595422670391]
McCollum, Betty#MN#4#OTHER#2006#172096#
Sium, Obi#MN#4#REP#2006#74797#
Fiske, Tom#MN#4#WRI#2006#1#[0.6970440755951947, 0.30295187408361485, 4.050321190470404e-06]
Ellison, Keith#MN#5#OTHER#2006#136060#
Fine, Alan#MN#5#REP#2006#52263#
Lee, Tammy#MN#5#OTHER#2006#51456#
Pond, Jay#MN#5#GRE#2006#4792#[0.556321068319629, 0.2136925473584358, 0.21039289204361925, 0.01959349227831591]
Bachmann, Michele#MN#6#REP#2006#151248#
Wetterling, Patty#MN#6#OTHER#2006#127144#
Binkowski, John Paul#MN#6#OTHER#2006#23557#[0.5009057821022755, 0.42107773166991774, 0.07801648622780669]
Peterson, Collin C.#MN#7#OTHER#2006#179164#
Barrett, Michael J.#MN#7#REP#2006#74557#
Lucier, Ken#MN#7#OTHER#2006#3303#[0.6970710906374502, 0.29007796937250996, 0.01285093999003984]
Oberstar, James L.#MN#8#OTHER#2006#180670#
Grams, Rod#MN#8#REP#2006#97683#
Welty, Harry#MN#8#OTHER#2006#5508#[0.636473485262153, 0.34412265157947025, 0.019403863158376812]
Wicker, Roger F.#MS#1#REP#2006#95098#
Hurt, James K. (Ken)#MS#1#DEM#2006#49174#[0.6591577021182211, 0.3408422978817789]
Thompson, Bennie G.#MS#2#DEM#2006#100160#
Brown, Yvonne R.#MS#2#REP#2006#55672#[0.6427434673237846, 0.35725653267621543]
Pickering, Chip#MS#3#REP#2006#125421#
Giles, Jim#MS#3#IND#2006#25999#
Magee, Lamonica L.#MS#3#OTHER#2006#10060#[0.77669680455784, 0.16100445875650235, 0.06229873668565767]
Taylor, Gene#MS#4#DEM#2006#110996#
McDonnell, Randy#MS#4#REP#2006#28117#[0.7978837348055178, 0.20211626519448217]
Clay, Lacy#MO#1#DEM#2006#141574#
Byrne, Mark J.#MO#1#REP#2006#47893#
Cunningham, Robb E.#MO#1#LIB#2006#4768#[0.7288799649908616, 0.24657245089710916, 0.024547584112029244]
Akin, Todd#MO#2#REP#2006#176452#
Weber, George D.#MO#2#DEM#2006#105242#
Millay, Tamara A.#MO#2#LIB#2006#5923#[0.6134964205871002, 0.36591022088402286, 0.020593358528876945]
Carnahan, Russ#MO#3#DEM#2006#145219#
Bertelsen, David#MO#3#REP#2006#70189#
Christophel, R.#MO#3#LIB#2006#4213#
Sladky, David#MO#3#OTHER#2006#1827#[0.6557702033886059, 0.3169547704201438, 0.01902478234167841, 0.008250243849571908]
Skelton, Ike#MO#4#DEM#2006#159303#
Noland, James A. (Jim)#MO#4#REP#2006#69254#
Holthouse, Bryce A.#MO#4#LIB#2006#4479#
Ivey, Melinda (Mel)#MO#4#OTHER#2006#2459#
Palmer, Jerry L.#MO#4#WRI#2006#30#[0.676374057955631, 0.2940409722959346, 0.01901708948094682, 0.010440505254219298, 0.00012737501326823056]
Cleaver, Emanuel, II#MO#5#DEM#2006#136149#
Turk, Jacob#MO#5#REP#2006#68456#
Langkraehr, Randall David (Randy)#MO#5#LIB#2006#7314#[0.6424577314917492, 0.32302908186618473, 0.034513186642066075]
Graves, Sam#MO#6#REP#2006#150882#
Shettles, Sara Jo#MO#6#DEM#2006#87477#
Buck, Erik#MO#6#LIB#2006#4757#
Yurkonis, Shirley A.#MO#6#OTHER#2006#1679#[0.6163606282808064, 0.35734798504871423, 0.01943258644988664, 0.006858800220592741]
Blunt, Roy#MO#7#REP#2006#160942#
Truman, Jack#MO#7#DEM#2006#72592#
Craig, Kevin#MO#7#LIB#2006#7566#
Miller, Glenn#MO#7#WRI#2006#23#[0.6674684704486922, 0.3010579662661795, 0.03137817628347358, 9.538700165475711e-05]
Emerson, Jo Ann#MO#8#REP#2006#156164#
Hambacker, Veronica J.#MO#8#DEM#2006#57557#
McCullough, Branden C.#MO#8#LIB#2006#4268#[0.7163847717086642, 0.2640362587103019, 0.019578969581033907]
Hulshof, Kenny C.#MO#9#REP#2006#149114#
Burghard, Duane N.#MO#9#DEM#2006#87145#
Hedrick, Steven R.#MO#9#LIB#2006#3925#
Hastings, Bill#MO#9#OTHER#2006#2487#[0.6144697965558308, 0.3591075983533261, 0.01617416172513403, 0.010248443365709129]
Rehberg, Denny#MT#0#REP#2006#239124#
Lindeen, Monica J.#MT#0#DEM#2006#158916#
Fellows, Mike#MT#0#LIB#2006#8085#
Wlaysewski, Walter Michael#MT#0#WRI#2006#9#[0.5887810427100415, 0.3912895743769298, 0.01990722273929294, 2.216017373576209e-05]
Nelson, Ben#NE#S#DEM#2006#378388#
Ricketts, Pete#NE#S#REP#2006#213928#[0.638827922933029, 0.361172077066971]
Fortenberry, Jeff#NE#1#REP#2006#121015#
Moul, Maxine B.#NE#1#DEM#2006#86360#[0.5835563592525618, 0.4164436407474382]
Terry, Lee#NE#2#REP#2006#99475#
Esch, Jim#NE#2#DEM#2006#82504#[0.5466290066436237, 0.45337099335637626]
Smith, Adrian#NE#3#REP#2006#113687#
Kleeb, Scott#NE#3#DEM#2006#93046#[0.5499218799127377, 0.45007812008726233]
Berkley, Shelley#NV#1#DEM#2006#85025#
Wegner, Kenneth#NV#1#REP#2006#40917#
Duensing, Jim#NV#1#LIB#2006#2843#
Roberts, Darnell#NV#1#OTHER#2006#2339#[0.6484320185473292, 0.3120481376407065, 0.021681766877154448, 0.017838076934809797]
Heller, Dean#NV#2#REP#2006#117168#
Derby, Jill#NV#2#DEM#2006#104593#
Rosen, Daniel#NV#2#IND#2006#5524#
Kroshus, James C.#NV#2#OTHER#2006#5439#[0.5034633299530774, 0.4494293669754731, 0.023736271291315034, 0.02337103178013441]
Porter, Jon#NV#3#REP#2006#102232#
Hafen, Tessa M.#NV#3#DEM#2006#98261#
Hansen, Joshua#NV#3#OTHER#2006#5329#
Silvestri, Joseph P.#NV#3#LIB#2006#5157#[0.4845600746993777, 0.4657382962285346, 0.025258438043596756, 0.024443191028490987]
Shea-Porter, Carol#NH#1#DEM#2006#100691#
Bradley, Jeb#NH#1#REP#2006#95527#[0.5131588335422846, 0.4868411664577154]
Hodes, Paul W.#NH#2#DEM#2006#108743#
Bass, Charles#NH#2#REP#2006#94088#
"""""""""""""""Blevens,""""""""""""""""Ken"""""""""""""""""""""""""""""""#NH#2#LIB#2006#3305#[0.5275303683005395, 0.4564365273411728, 0.016033104358287732]
Andrews, Robert E.#NJ#1#DEM#2006#140110#[1.0]
LoBiondo, Frank A.#NJ#2#REP#2006#111245#
Thomas-Hughes, Viola#NJ#2#DEM#2006#64279#
Mullock, Robert E.#NJ#2#OTHER#2006#3071#
Merle, Lynn#NJ#2#OTHER#2006#992#
Norwood, Willie#NJ#2#OTHER#2006#385#
Fanslau, Thomas#NJ#2#OTHER#2006#603#[0.6160598089436522, 0.355968434168628, 0.017006783884812405, 0.005493562231759657, 0.002132078083898657, 0.0033393326872490654]
Saxton, Jim#NJ#3#REP#2006#122559#
Sexton, Rich#NJ#3#DEM#2006#86113#
Feduniewicz, Ken#NJ#3#OTHER#2006#1179#[0.5840286679596476, 0.4103530600283058, 0.005618272012046643]
Smith, Christopher H.#NJ#4#REP#2006#124482#
Gay, Carol E.#NJ#4#DEM#2006#62905#
Edgar, Richard#NJ#4#LIB#2006#1539#
Wary, Louis B., Jr.#NJ#4#OTHER#2006#614#[0.656758467869579, 0.33188245225282265, 0.00811965811965812, 0.0032394217579402767]
Garrett, Scott#NJ#5#REP#2006#112142#
Aronsohn, Paul#NJ#5#DEM#2006#89503#
Fretz, R. Matthew#NJ#5#OTHER#2006#2597#[0.5490643452375124, 0.4382203464517582, 0.012715308310729428]
Pallone, Frank, Jr.#NJ#6#DEM#2006#98615#
Bellew, Leigh-Ann#NJ#6#REP#2006#43539#
Tarbous, Herbert L.#NJ#6#OTHER#2006#1619#[0.6859076460809749, 0.3028315469524876, 0.011260806966537529]
Ferguson, Mike#NJ#7#REP#2006#98399#
Stender, Linda#NJ#7#DEM#2006#95454#
Abrams, Thomas D.#NJ#7#OTHER#2006#3176#
Young, Darren#NJ#7#LIB#2006#2046#[0.4942810498555821, 0.47948763029009167, 0.015953786261459248, 0.010277533592867009]
Pascrell, Bill, Jr.#NJ#8#DEM#2006#97568#
Sandoval, Jose M.#NJ#8#REP#2006#39053#
Jasikoff, Lou#NJ#8#LIB#2006#1018#[0.708868852578121, 0.2837349879031379, 0.007396159518741055]
Rothman, Steven R.#NJ#9#DEM#2006#105853#
Micco, Vincent#NJ#9#REP#2006#40879#
Jarvis, Michael#NJ#9#OTHER#2006#1363#[0.7147641716465782, 0.2760322765792228, 0.009203551774198994]
Payne, Donald M.#NJ#10#DEM#2006#90264#[1.0]
Frelinghuysen, Rodney#NJ#11#REP#2006#126085#
Wyka, Tom#NJ#11#DEM#2006#74414#
Roth, Richard S.#NJ#11#LIB#2006#1730#
Mele, John#NJ#11#OTHER#2006#842#[0.6208912153877215, 0.3664432636860999, 0.008519187870252276, 0.004146333055926253]
Holt, Rush#NJ#12#DEM#2006#125468#
Sinagra, Joseph S.#NJ#12#REP#2006#65509#[0.6569796362912812, 0.34302036370871886]
Sires, Albio#NJ#13#DEM#2006#77238#
Guarini, John J.#NJ#13#REP#2006#19284#
Williams, Brian#NJ#13#OTHER#2006#1049#
Shaw, Herbert H.#NJ#13#OTHER#2006#998#
Hester, Dick#NJ#13#OTHER#2006#586#
Zaklama, Esmat#NJ#13#OTHER#2006#475#[0.7752484191508582, 0.19355615778380006, 0.010528957141423266, 0.010017063133594298, 0.005881762521328917, 0.004767640268995283]
Wilson, Heather A.#NM#1#REP#2006#105986#
Madrid, Patricia A.#NM#1#DEM#2006#105125#[0.5020392115995851, 0.49796078840041497]
Pearce, Steve#NM#2#REP#2006#92620#
Kissling, Albert D.#NM#2#DEM#2006#63119#
